Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total assists_Total,total goals_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total assists_p90,total goals_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total goals_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total assists_p90PR,total goals_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Košice,dbdao4og2npxkgwkkan30knze,tbbthwwwpfkm7luezvil0no5,D. Gallovič,Dávid Gallovic,30.0,Midfielder,Slovakia,Midfielder,73.0,0.0,81.0,4.0,154.0,0.0,5.0,4.0,0.0,4.0,1.0,3.0,4.0,23.0,2.0,3.0,406.0,1.0,5.0,9.0,1.0,10.0,0.0,1.0,0.0,0.0,87.01,50.0,0.0,33.33,25.0,54.76,0.0,76.92,0.267933792696587,0.4257612197844785,1.0,6.0,0.1624333499999999,4.0,10.0,12.0,0.4263199200000001,66.0,16.182266009852217,0.0,17.95566502463054,0.8866995073891626,34.13793103448276,0.0,1.1083743842364533,0.8866995073891626,0.0,0.8866995073891626,0.2216748768472906,0.6650246305418719,0.8866995073891626,5.098522167487685,0.4433497536945813,0.6650246305418719,0.2216748768472906,1.1083743842364533,1.995073891625616,0.2216748768472906,2.2167487684729066,0.0,0.2216748768472906,0.0,0.0,87.01,50.0,0.0,33.33,25.0,54.76,0.0,76.92,0.0593941904992434,0.0943805659620765,0.2216748768472906,1.3300492610837438,0.0360073928571428,0.8866995073891626,2.2167487684729066,2.6600985221674875,0.0945044157635468,14.630541871921183,CM/AM,89,16,57,62,79,11,39,14,5,57,27,4,5,61,20,57,25,14,73,12,91,25,57,50,46,89,64,16,32,34,93,12,75,14,39,21,36,39,59,50,39,39,64,93,16,71,68,89,11,32,14,5,61,25,4,4,64,18,64,21,18,75,14,96,25,54,50,46,89,64,16,32,34,93,12,75,14,32,21,32,32,61,54,36,29,79,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,1zm6n6ts43tgwnfjpujq8oftg,D. Polťák,Dávid Polták,18.0,Attacker,Slovakia,Striker,6.0,0.0,15.0,0.0,21.0,7.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,269.0,5.0,17.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,58.33,0.0,0.0,0.0,71.43,37.5,33.33,0.0,0.8650752205609146,0.3551721596469319,0.0,2.0,0.09395867,0.0,1.0,3.0,0.0552651299999999,6.0,2.007434944237918,0.0,5.018587360594795,0.0,7.026022304832714,2.3420074349442377,1.003717472118959,2.3420074349442377,2.3420074349442377,0.0,0.0,0.0,0.0,4.014869888475836,1.003717472118959,0.0,1.6728624535315986,5.687732342007435,1.338289962825279,0.0,0.0,0.3345724907063197,0.6691449814126395,0.0,0.0,58.33,0.0,0.0,0.0,71.43,37.5,33.33,0.0,0.289430371191384,0.1188308340826166,0.0,0.6691449814126395,0.0314359862453531,0.0,0.3345724907063197,1.003717472118959,0.0184901921933085,2.007434944237918,ST,5,20,4,11,4,66,23,21,41,7,14,5,5,20,50,16,59,36,38,9,9,73,62,52,52,7,11,20,9,98,32,32,9,29,46,9,18,18,11,7,21,11,7,11,20,4,11,4,82,43,54,64,7,14,5,5,43,75,16,82,71,61,9,9,89,79,52,52,7,11,20,9,98,32,32,9,57,64,9,25,43,11,7,27,11,7,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,2jvbo8qpcd0ror8hvqdtkafh1,M. Mikovič,Martin Mikovic,36.0,Defender,Slovakia,Defender,29.0,7.0,70.0,9.0,92.0,3.0,9.0,3.0,2.0,1.0,1.0,2.0,2.0,11.0,9.0,4.0,311.0,1.0,8.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,72.44,45.0,26.92,50.0,33.33,61.11,0.0,83.33,0.1816556127242627,1.151944262049997,3.0,4.0,0.12716278,1.0,7.0,17.0,0.5836976500000001,45.0,8.392282958199356,2.02572347266881,20.2572347266881,2.604501607717041,26.623794212218648,0.8681672025723473,2.604501607717041,0.8681672025723473,0.5787781350482315,0.2893890675241157,0.2893890675241157,0.5787781350482315,0.5787781350482315,3.183279742765273,2.604501607717041,1.157556270096463,0.2893890675241157,2.315112540192926,0.2893890675241157,0.2893890675241157,1.4469453376205788,0.0,0.0,0.0,0.0,72.44,45.0,26.92,50.0,33.33,61.11,0.0,83.33,0.0525691483767962,0.3333600758344042,0.8681672025723473,1.157556270096463,0.0367995183279742,0.2893890675241157,2.02572347266881,4.919614147909968,0.1689157186495177,13.022508038585208,CB,7,89,43,20,11,12,88,39,36,59,55,55,55,11,11,29,52,77,20,46,54,39,41,46,52,7,41,79,50,57,61,4,73,25,89,89,70,75,54,27,43,50,14,4,96,96,50,21,29,100,64,61,64,71,64,64,29,21,64,64,93,29,61,86,39,41,46,52,7,41,79,50,57,61,4,73,39,96,100,89,93,64,39,79,86,14,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,3jug5s4lmb833a9c5e6glmz8p,R. Begala,Roman Begala,27.0,Midfielder,Slovakia,Midfielder,61.0,0.0,70.0,6.0,131.0,5.0,1.0,8.0,1.0,7.0,1.0,4.0,4.0,37.0,4.0,9.0,592.0,3.0,9.0,15.0,1.0,8.0,0.0,0.0,0.0,0.0,84.52,42.86,0.0,25.0,37.5,53.62,50.0,50.0,0.4570343497878869,0.0477638296144448,6.0,3.0,0.0738159,0.0,12.0,10.0,0.25352103,57.0,9.27364864864865,0.0,10.641891891891891,0.9121621621621622,19.91554054054054,0.7601351351351352,0.152027027027027,1.2162162162162162,0.152027027027027,1.0641891891891893,0.152027027027027,0.6081081081081081,0.6081081081081081,5.625,0.6081081081081081,1.3682432432432432,0.4560810810810811,1.3682432432432432,2.2804054054054057,0.152027027027027,1.2162162162162162,0.0,0.0,0.0,0.0,84.52,42.86,0.0,25.0,37.5,53.62,50.0,50.0,0.0694815734474828,0.0072613930157095,0.9121621621621622,0.4560810810810811,0.0112220118243243,0.0,1.8243243243243243,1.5202702702702704,0.0385420484797297,8.66554054054054,DM/CM,33,22,30,28,22,61,13,74,28,93,46,52,48,85,9,87,74,69,93,30,72,35,33,52,50,56,39,22,20,63,44,50,30,44,11,93,33,30,15,19,19,15,26,7,22,19,22,11,52,11,63,19,85,33,48,44,67,7,67,67,59,89,26,52,35,33,52,50,56,39,22,20,63,44,50,30,41,11,85,19,22,15,11,4,4,11,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,4s2x327i20p6hm0fwo8fgges,F. Trello,Filip Trello,19.0,Midfielder,Slovakia,Midfielder,38.0,3.0,102.0,1.0,137.0,3.0,12.0,11.0,8.0,3.0,3.0,22.0,25.0,26.0,3.0,2.0,520.0,5.0,27.0,7.0,10.0,4.0,1.0,2.0,0.0,0.0,75.69,25.0,33.33,45.45,45.45,37.14,21.43,66.67,0.9843646413801188,1.100892508807545,5.0,19.0,0.5520594799999999,6.0,11.0,15.0,0.7333296900000003,62.0,6.576923076923077,0.5192307692307693,17.653846153846153,0.173076923076923,23.711538461538463,0.5192307692307693,2.076923076923077,1.903846153846154,1.3846153846153846,0.5192307692307693,0.5192307692307693,3.807692307692308,4.326923076923077,4.5,0.5192307692307693,0.3461538461538461,0.8653846153846154,4.673076923076923,1.2115384615384617,1.7307692307692308,0.6923076923076923,0.173076923076923,0.3461538461538461,0.0,0.0,75.69,25.0,33.33,45.45,45.45,37.14,21.43,66.67,0.1703708033157898,0.1905390880628443,0.8653846153846154,3.2884615384615383,0.0955487561538461,1.0384615384615383,1.903846153846154,2.5961538461538463,0.1269224463461539,10.730769230769232,LM/LCM,100,33,100,50,100,100,100,67,67,50,67,67,67,67,67,83,67,67,67,67,100,67,67,67,67,67,33,67,67,100,33,33,100,67,100,67,67,67,67,100,100,67,100,67,33,67,67,67,100,67,33,33,33,33,67,67,67,67,100,67,67,67,67,100,67,67,67,67,67,33,67,67,100,33,33,100,33,67,33,33,67,33,67,67,33,67,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,6afxu9qxcnbhgv8dn7apkgaqy,T. Kudlička,Timotej Kudlicka,23.0,Attacker,Slovakia,Striker,28.0,0.0,48.0,1.0,76.0,7.0,5.0,29.0,27.0,2.0,6.0,15.0,15.0,32.0,8.0,2.0,640.0,14.0,55.0,9.0,6.0,6.0,1.0,4.0,0.0,0.0,64.96,25.0,0.0,40.0,48.28,39.02,33.33,60.0,4.035242805646971,0.2481010890680047,7.0,10.0,0.35128128,4.0,4.0,6.0,0.10701397,29.0,3.9375,0.0,6.75,0.140625,10.6875,0.984375,0.703125,4.078125,3.796875,0.28125,0.84375,2.109375,2.109375,4.5,1.125,0.28125,1.96875,7.734375,1.265625,0.84375,0.84375,0.140625,0.5625,0.0,0.0,64.96,25.0,0.0,40.0,48.28,39.02,33.33,60.0,0.5674560195441053,0.0348892156501881,0.984375,1.40625,0.04939893,0.5625,0.5625,0.84375,0.01504883953125,4.078125,CM/AM,38,16,29,9,29,84,39,100,100,36,89,79,79,84,79,45,100,100,73,77,70,64,100,50,46,7,20,16,46,82,36,57,52,100,21,91,70,71,59,23,11,4,25,14,16,11,4,11,79,14,100,100,25,79,54,50,46,61,29,100,93,54,57,39,54,89,50,46,7,20,16,46,82,36,57,52,100,11,71,39,57,46,11,4,4,11,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,6caoi7byari78jdmr3q8cizxm,M. Laušić,Marin Lausic,25.0,Midfielder,Croatia,Midfielder,175.0,9.0,207.0,39.0,373.0,11.0,14.0,8.0,4.0,4.0,3.0,4.0,4.0,35.0,14.0,6.0,692.0,4.0,10.0,8.0,2.0,7.0,2.0,1.0,0.0,0.0,84.97,60.0,25.71,50.0,50.0,68.63,84.62,50.0,0.5592164449996662,1.510028137980277,3.0,24.0,0.57472598,11.0,48.0,53.0,1.65414979,235.0,22.760115606936417,1.1705202312138727,26.921965317919074,5.072254335260116,48.51156069364162,1.430635838150289,1.8208092485549128,1.0404624277456649,0.5202312138728323,0.5202312138728323,0.3901734104046243,0.5202312138728323,0.5202312138728323,4.552023121387284,1.8208092485549128,0.7803468208092486,0.5202312138728323,1.300578034682081,1.0404624277456649,0.2601156069364161,0.9104046242774566,0.2601156069364161,0.130057803468208,0.0,0.0,84.97,60.0,25.71,50.0,50.0,68.63,84.62,50.0,0.0727304624999565,0.196390942800903,0.3901734104046243,3.121387283236994,0.0747475985549133,1.430635838150289,6.242774566473988,6.893063583815029,0.2151350882947977,30.563583815028903,DM/CM,89,87,100,100,100,81,93,74,74,67,89,52,48,81,81,44,89,78,65,52,61,93,78,52,50,70,81,59,57,83,100,100,30,59,93,69,100,100,100,100,100,100,100,67,85,93,96,78,78,89,48,67,52,81,37,37,37,59,26,80,56,46,48,37,85,70,52,50,70,81,59,57,83,100,100,30,44,89,59,96,96,100,96,89,100,89,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,94ur977ld30j48js3hk6x2cr8,L. Khorkheli,Luka Khorkheli,26.0,Midfielder,Georgia,Midfielder,47.0,0.0,91.0,1.0,138.0,9.0,15.0,14.0,10.0,4.0,4.0,17.0,18.0,31.0,4.0,4.0,558.0,5.0,32.0,6.0,8.0,5.0,1.0,1.0,0.0,0.0,78.86,50.0,0.0,47.06,35.71,48.44,45.0,62.5,1.879372026355734,1.1079774637054014,5.0,13.0,0.48788847,4.0,9.0,18.0,0.5456048699999999,67.0,7.580645161290322,0.0,14.67741935483871,0.1612903225806451,22.258064516129032,1.4516129032258065,2.419354838709677,2.258064516129032,1.6129032258064515,0.6451612903225806,0.6451612903225806,2.7419354838709675,2.903225806451613,5.0,0.6451612903225806,0.6451612903225806,0.8064516129032258,5.161290322580645,0.9677419354838708,1.2903225806451613,0.8064516129032258,0.1612903225806451,0.1612903225806451,0.0,0.0,78.86,50.0,0.0,47.06,35.71,48.44,45.0,62.5,0.3031245203799571,0.1787060425331292,0.8064516129032258,2.096774193548387,0.0786916887096774,0.6451612903225806,1.4516129032258065,2.903225806451613,0.0880007854838709,10.806451612903226,CM/AM,66,16,68,9,71,93,96,89,91,57,77,86,86,77,46,64,79,95,52,89,59,64,57,50,46,54,64,16,61,54,68,71,59,89,86,71,86,89,59,46,61,46,68,50,16,43,7,46,89,89,61,75,43,61,79,75,61,32,57,64,86,21,79,36,61,46,50,46,54,64,16,61,54,68,71,59,86,71,54,71,75,54,29,46,25,54,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,9jc85n5rijfpr03nzevx9q1as,L. Mehmeti,Lorent Mehmeti,22.0,Midfielder,Sweden,Midfielder,18.0,2.0,43.0,6.0,59.0,0.0,4.0,7.0,3.0,4.0,2.0,6.0,9.0,11.0,4.0,2.0,255.0,1.0,13.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,76.62,85.71,50.0,50.0,14.29,36.67,0.0,100.0,0.5961064570156448,0.334472467828706,3.0,7.0,0.15768816,1.0,5.0,7.0,0.3148790999999999,24.0,6.352941176470588,0.7058823529411764,15.176470588235292,2.117647058823529,20.823529411764707,0.0,1.4117647058823528,2.4705882352941173,1.0588235294117647,1.4117647058823528,0.7058823529411764,2.117647058823529,3.176470588235294,3.882352941176471,1.4117647058823528,0.7058823529411764,0.3529411764705882,4.588235294117647,1.0588235294117647,1.0588235294117647,1.7647058823529411,0.3529411764705882,0.0,0.0,0.0,76.62,85.71,50.0,50.0,14.29,36.67,0.0,100.0,0.2103905142408158,0.1180491062924844,1.0588235294117647,2.4705882352941173,0.0556546447058823,0.3529411764705882,1.7647058823529411,2.4705882352941173,0.1111337999999999,8.470588235294118,RM/RCM,50,55,30,55,30,10,60,40,20,75,70,50,80,20,60,50,15,45,20,80,60,80,20,55,55,60,100,100,70,10,10,10,100,40,60,60,70,70,20,50,30,30,30,50,70,40,70,30,10,70,60,30,90,80,80,80,20,70,70,20,60,40,90,70,80,20,55,55,60,100,100,70,10,10,10,100,40,70,80,70,70,30,50,30,40,40,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,bpa4041uf6rhu659hwa08o1lg,M. Ujlaky,Marek Ujlaky,22.0,Defender,Slovakia,Defender,230.0,0.0,128.0,28.0,358.0,12.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,45.0,36.0,6.0,625.0,0.0,6.0,11.0,2.0,16.0,0.0,0.0,0.0,0.0,89.72,60.87,0.0,100.0,0.0,65.22,44.44,80.0,0.3121037293888254,0.0,2.0,2.0,0.03932202,1.0,27.0,29.0,0.6627235199999997,249.0,33.12,0.0,18.432,4.032,51.552,1.728,0.0,0.432,0.288,0.144,0.0,0.288,0.288,6.48,5.184,0.864,0.0,0.864,1.584,0.288,2.304,0.0,0.0,0.0,0.0,89.72,60.87,0.0,100.0,0.0,65.22,44.44,80.0,0.0449429370319908,0.0,0.288,0.288,0.00566237088,0.144,3.888,4.176,0.0954321868799999,35.856,CB,82,32,89,80,86,66,9,39,36,59,23,55,55,96,75,61,20,41,93,66,98,39,41,46,52,86,89,32,84,20,93,36,64,43,16,77,54,54,54,80,75,57,93,64,32,82,75,79,46,9,21,25,50,23,50,50,89,54,43,20,29,93,57,100,39,41,46,52,86,89,32,84,20,93,36,64,32,16,71,43,43,46,75,61,54,89,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,bq1i8z906frmxd7upktyfcgd1,K. Koštrna,Kristián Kostrna,32.0,Defender,Slovakia,Defender,109.0,8.0,134.0,17.0,235.0,3.0,13.0,5.0,2.0,3.0,3.0,5.0,5.0,27.0,19.0,11.0,596.0,0.0,12.0,9.0,4.0,7.0,2.0,0.0,0.0,0.0,82.46,45.95,25.0,80.0,0.0,52.94,37.5,63.64,0.2924359064075569,1.1905399968718435,3.0,19.0,0.44929038,15.0,27.0,43.0,1.5857569299999998,113.0,16.459731543624162,1.2080536912751678,20.23489932885906,2.567114093959732,35.486577181208055,0.4530201342281879,1.963087248322148,0.7550335570469799,0.3020134228187919,0.4530201342281879,0.4530201342281879,0.7550335570469799,0.7550335570469799,4.077181208053691,2.869127516778524,1.661073825503356,0.0,1.812080536912752,1.359060402684564,0.6040268456375839,1.0570469798657718,0.3020134228187919,0.0,0.0,0.0,82.46,45.95,25.0,80.0,0.0,52.94,37.5,63.64,0.044159784524631,0.1797795297289696,0.4530201342281879,2.869127516778524,0.0678458627516778,2.26510067114094,4.077181208053691,6.493288590604028,0.2394599390939597,17.063758389261746,CB,43,93,96,61,54,12,96,64,36,84,95,79,77,66,41,98,20,93,86,88,75,98,41,46,52,39,50,70,64,20,36,25,43,36,93,89,100,100,100,80,96,100,46,32,89,93,46,54,4,93,54,32,86,89,75,75,46,25,89,20,89,82,82,54,100,41,46,52,39,50,70,64,20,36,25,43,29,89,86,100,100,100,82,96,100,29,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,d9hdipnzq4k4cgojv6akpcyxh,E. Sabo,Erik Sabo,34.0,Midfielder,Slovakia,Midfielder,198.0,1.0,141.0,31.0,338.0,6.0,6.0,9.0,6.0,3.0,2.0,3.0,3.0,30.0,22.0,5.0,581.0,3.0,10.0,12.0,3.0,4.0,1.0,2.0,0.0,0.0,86.67,50.82,12.5,100.0,33.33,62.5,50.0,44.44,0.6095245140810192,0.4706442717958483,2.0,5.0,0.09358492,0.0,39.0,46.0,0.7737154500000001,212.0,30.671256454388985,0.1549053356282272,21.841652323580035,4.802065404475043,52.35800344234079,0.9294320137693632,0.9294320137693632,1.3941480206540446,0.9294320137693632,0.4647160068846815,0.3098106712564544,0.4647160068846815,0.4647160068846815,4.647160068846816,3.4079173838209984,0.774526678141136,0.4647160068846815,1.549053356282272,1.8588640275387265,0.4647160068846815,0.6196213425129088,0.1549053356282272,0.3098106712564544,0.0,0.0,86.67,50.82,12.5,100.0,33.33,62.5,50.0,44.44,0.0944185994273523,0.0729053088840384,0.3098106712564544,0.774526678141136,0.0144968034423407,0.0,6.041308089500861,7.1256454388984505,0.1198526514629948,32.83993115318417,DM/CM,100,48,85,96,93,70,63,85,89,56,76,35,33,69,93,30,74,78,83,67,24,78,96,52,50,78,59,44,96,57,81,50,17,67,63,56,56,44,15,93,96,70,96,89,44,74,89,85,59,52,74,85,44,67,22,22,48,89,22,70,74,81,63,19,70,93,52,50,78,59,44,96,57,81,50,17,63,48,44,52,37,15,89,96,52,96,Niké Liga
Spartak Trnava,e2eyddqxo12gs0dhbsb7l5pua,yft0jty4ozq3sinbp3zvizt,Juanmi Carrión,Juanmi Carrion,29.0,Defender,Spain,Defender,81.0,9.0,96.0,13.0,168.0,4.0,11.0,2.0,1.0,1.0,0.0,10.0,10.0,17.0,12.0,5.0,409.0,1.0,3.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,80.77,41.94,24.32,50.0,50.0,50.0,50.0,85.71,0.0829730968236391,1.2530075873933275,1.0,11.0,0.31536757,7.0,16.0,21.0,1.2630277999999997,80.0,17.8239608801956,1.9804400977995111,21.12469437652812,2.860635696821516,36.96821515892421,0.880195599022005,2.4205378973105134,0.4400977995110025,0.2200488997555012,0.2200488997555012,0.0,2.2004889975550124,2.2004889975550124,3.740831295843521,2.640586797066015,1.1002444987775062,0.2200488997555012,0.6601466992665037,0.2200488997555012,1.1002444987775062,1.3202933985330074,0.0,0.2200488997555012,0.0,0.0,80.77,41.94,24.32,50.0,50.0,50.0,50.0,85.71,0.0182581386653484,0.2757229409911967,0.2200488997555012,2.4205378973105134,0.069396286797066,1.5403422982885089,3.52078239608802,4.621026894865526,0.2779278777506112,17.6039119804401,LB/LCB,57,82,64,79,50,36,79,29,21,57,18,79,79,36,57,36,50,21,25,89,54,39,82,46,54,64,64,57,64,82,46,39,93,29,86,57,79,86,82,57,57,71,50,57,93,86,86,79,36,100,29,14,79,18,93,93,36,57,50,57,29,21,93,71,39,93,46,54,64,64,57,64,82,46,39,93,21,100,57,86,86,86,71,86,93,64,Niké Liga
Podbrezová,htdr7aa5cwjma1fy1nob7sb7,39nfi2znhxob6953oqb579isq,R. Lampreht,Rene Lampreht,24.0,Defender,Slovenia,Defender,139.0,1.0,192.0,25.0,330.0,15.0,10.0,6.0,4.0,2.0,2.0,4.0,5.0,39.0,31.0,8.0,720.0,0.0,10.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,79.71,43.1,25.0,50.0,0.0,55.71,60.0,66.67,0.6853255999280008,0.7599506042100301,1.0,6.0,0.21809491,8.0,49.0,59.0,1.3507485000000008,206.0,17.375,0.125,24.0,3.125,41.25,1.875,1.25,0.75,0.5,0.25,0.25,0.5,0.625,4.875,3.875,1.0,0.0,1.25,0.5,0.25,1.5,0.375,0.0,0.0,0.0,79.71,43.1,25.0,50.0,0.0,55.71,60.0,66.67,0.0856656999910001,0.0949938255262537,0.125,0.75,0.02726186375,1.0,6.125,7.375,0.1688435625000001,25.75,RB/RCB,88,44,100,100,100,94,100,81,88,78,88,47,47,88,88,69,34,81,44,56,84,94,44,44,53,62,56,59,72,34,75,66,53,88,94,44,75,75,100,100,100,100,100,69,25,94,81,88,88,88,69,81,59,78,31,38,69,81,56,34,75,31,34,62,88,44,44,53,62,56,59,72,34,75,66,53,75,88,25,69,69,88,94,94,81,100,Niké Liga
Podbrezová,htdr7aa5cwjma1fy1nob7sb7,5vjwd4k2n8vpnb84g2wi15nu1,J. Krivák,Ján Krivák,32.0,Defender,Slovakia,Defender,75.0,0.0,24.0,7.0,99.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,19.0,3.0,335.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,86.09,70.0,0.0,0.0,0.0,34.62,27.27,100.0,0.0,0.1048638327519724,0.0,1.0,0.01689528,0.0,4.0,7.0,0.1257679199999999,58.0,20.149253731343283,0.0,6.447761194029851,1.880597014925373,26.59701492537313,0.8059701492537313,0.2686567164179104,0.0,0.0,0.0,0.0,0.2686567164179104,0.2686567164179104,2.417910447761194,5.104477611940299,0.8059701492537313,0.0,0.0,1.0746268656716418,0.0,0.5373134328358209,0.0,0.0,0.0,0.0,86.09,70.0,0.0,0.0,0.0,34.62,27.27,100.0,0.0,0.0281723729781418,0.0,0.2686567164179104,0.0045390304477611,0.0,1.0746268656716418,1.880597014925373,0.0337883964179104,15.582089552238806,CB,25,32,5,14,14,12,32,4,12,23,23,34,34,5,41,20,20,7,61,16,11,39,41,46,52,68,96,32,16,20,4,7,91,4,46,27,27,20,23,16,20,11,18,46,32,4,18,18,25,39,4,12,23,23,46,46,4,50,39,20,7,79,16,14,39,41,46,52,68,96,32,16,20,4,7,91,4,50,27,36,32,23,11,21,7,21,Niké Liga
