Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total big chances saved_Total,total mins played,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total accurate cross_Total,total effective clearance_Total,total won tackle_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total big chances saved_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total accurate cross_p90,total effective clearance_p90,total won tackle_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total big chances saved_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total effective clearance_TotalPR,total won tackle_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total big chances saved_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total accurate cross_p90PR,total effective clearance_p90PR,total won tackle_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Union Berlin,a8d2gb2nag8fy0itbuxmcibh2,avg54tzd7cxjld09569czfgus,M. Ljubičić,Marin Ljubicic,24,Attacker,Croatia,Striker,10.0,11.0,0.0,21.0,1.0,0.0,217.0,3.0,0.0,4.0,3.0,1.0,1.0,3.0,3.0,8.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,65.62,0.0,0.0,66.67,50.0,30.77,23.08,0.0,0.4301647850129437,0.0737519215218088,2.0,4.0,0.0988070899999999,0.0,1.0,1.0,0.14774955,8.0,4.147465437788019,4.56221198156682,0.0,8.70967741935484,0.4147465437788019,0.0,1.2442396313364057,0.0,1.6589861751152075,1.2442396313364057,0.4147465437788019,0.4147465437788019,1.2442396313364057,1.2442396313364057,3.317972350230415,0.0,0.0,0.8294930875576038,2.0737327188940093,0.8294930875576038,0.8294930875576038,0.0,0.0,0.0,0.0,65.62,0.0,0.0,66.67,50.0,30.77,23.08,0.0,0.1784093578394697,0.0305883545482156,0.8294930875576038,1.6589861751152075,0.0409798990783409,0.0,0.4147465437788019,0.4147465437788019,0.0612786152073732,3.317972350230415,ST,31,14,17,11,17,53,39,33,14,14,36,28,39,39,28,17,25,36,8,44,58,39,14,28,53,17,17,39,83,72,22,22,28,11,22,58,75,50,14,8,8,50,17,39,11,17,17,17,53,33,33,17,17,44,28,44,44,28,17,25,50,11,50,61,39,14,28,53,17,17,39,83,72,22,22,28,17,22,56,78,61,14,6,6,50,17,Bundesliga
Union Berlin,a8d2gb2nag8fy0itbuxmcibh2,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,Michel Aebischer,29,Midfielder,Switzerland,Midfielder,18.0,20.0,1.0,37.0,4.0,0.0,209.0,4.0,0.0,5.0,4.0,1.0,4.0,1.0,2.0,9.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,3.0,0.0,69.81,25.0,16.67,0.0,0.0,37.5,33.33,75.0,0.426345695517185,0.2805819048647447,1.0,1.0,0.01685596,0.0,2.0,4.0,0.1603774699999999,21.0,7.751196172248803,8.61244019138756,0.4306220095693779,15.933014354066984,1.7224880382775118,0.0,1.7224880382775118,0.0,2.15311004784689,1.7224880382775118,0.4306220095693779,1.7224880382775118,0.4306220095693779,0.8612440191387559,3.8755980861244015,0.0,0.0,0.0,3.444976076555024,0.4306220095693779,0.0,0.4306220095693779,0.4306220095693779,1.2918660287081338,0.0,69.81,25.0,16.67,0.0,0.0,37.5,33.33,75.0,0.1835938401748643,0.1208247437216604,0.4306220095693779,0.4306220095693779,0.007258547368421,0.0,0.8612440191387559,1.7224880382775118,0.0690620684210525,9.043062200956935,RM/RCM,20,20,20,20,60,60,100,60,80,80,60,100,20,30,30,50,20,40,60,40,30,20,40,60,60,20,40,20,30,40,40,80,90,80,40,70,20,20,20,20,20,20,20,20,20,20,20,60,60,100,60,80,80,60,100,20,40,40,50,20,40,60,40,30,20,40,60,60,20,40,20,30,40,40,80,90,80,60,80,20,20,20,20,20,20,40,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,Kaishu Sano,25,Midfielder,Japan,Midfielder,44.0,83.0,3.0,126.0,5.0,0.0,268.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,14.0,0.0,11.0,0.0,8.0,6.0,1.0,1.0,3.0,3.0,0.0,92.65,50.0,100.0,25.0,0.0,48.28,25.0,50.0,0.2282660759798007,0.3746772993264092,2.0,3.0,0.0599121,2.0,15.0,12.0,0.3881380999999999,86.0,14.776119402985074,27.87313432835821,1.007462686567164,42.3134328358209,1.67910447761194,0.0,0.335820895522388,0.335820895522388,1.007462686567164,0.335820895522388,0.6716417910447761,0.0,1.343283582089552,1.343283582089552,4.701492537313433,0.0,3.694029850746269,0.0,2.686567164179104,2.014925373134328,0.335820895522388,0.335820895522388,1.007462686567164,1.007462686567164,0.0,92.65,50.0,100.0,25.0,0.0,48.28,25.0,50.0,0.0766565180529181,0.1258244661917045,0.6716417910447761,1.007462686567164,0.0201197350746268,0.6716417910447761,5.037313432835821,4.029850746268656,0.1303448843283581,28.88059701492537,DM/CM,25,81,42,61,86,50,33,94,53,47,69,25,92,92,81,36,100,22,89,100,72,75,44,58,53,89,39,97,64,22,56,33,36,56,83,89,42,44,56,81,75,83,81,22,78,44,61,83,50,39,89,61,44,72,25,89,89,72,36,100,22,83,94,72,72,44,61,53,89,39,97,64,22,56,33,36,56,78,94,39,39,56,83,72,78,72,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,6u47fsriz3ejlf72hxtsew5bd,A. Caci,Anthony Caci,29,Defender,France,Defender,25.0,49.0,3.0,72.0,3.0,0.0,216.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,11.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,4.0,7.0,0.0,73.47,30.0,28.57,100.0,50.0,55.0,50.0,100.0,0.1532383774841756,0.2653254434793309,0.0,3.0,0.11087256,2.0,11.0,14.0,0.6565716599999998,38.0,10.416666666666668,20.416666666666668,1.25,30.0,1.25,0.0,0.4166666666666667,0.0,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.8333333333333334,0.8333333333333334,4.583333333333334,0.0,1.6666666666666667,0.4166666666666667,1.6666666666666667,0.4166666666666667,0.8333333333333334,0.8333333333333334,1.6666666666666667,2.916666666666667,0.0,73.47,30.0,28.57,100.0,50.0,55.0,50.0,100.0,0.0638493239517398,0.1105522681163878,0.0,1.25,0.0461969,0.8333333333333334,4.583333333333334,5.833333333333334,0.2735715249999999,15.833333333333334,RB/RCB,23,85,27,42,46,54,23,27,54,62,58,73,42,35,38,50,73,73,58,19,69,62,12,85,54,23,35,77,92,88,54,46,81,62,54,31,54,85,62,92,92,92,77,31,92,38,69,46,54,31,27,54,62,69,77,46,38,54,50,85,77,65,23,77,62,15,100,54,23,35,77,92,88,54,46,81,62,54,31,62,85,69,92,100,92,77,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,Phillipp Mwene,32,Defender,Austria,Defender,26.0,26.0,3.0,52.0,2.0,0.0,254.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,15.0,1.0,2.0,2.0,10.0,7.0,1.0,0.0,8.0,5.0,0.0,72.22,50.0,0.0,50.0,66.67,57.69,20.0,83.33,0.3223842298576694,0.1519269998335845,0.0,2.0,0.03555943,0.0,5.0,3.0,0.10482094,22.0,9.21259842519685,9.21259842519685,1.062992125984252,18.4251968503937,0.7086614173228346,0.0,0.3543307086614173,0.3543307086614173,1.062992125984252,1.062992125984252,0.0,0.3543307086614173,0.7086614173228346,0.7086614173228346,5.314960629921259,0.3543307086614173,0.7086614173228346,0.7086614173228346,3.543307086614173,2.4803149606299213,0.3543307086614173,0.0,2.8346456692913384,1.7716535433070866,0.0,72.22,50.0,0.0,50.0,66.67,57.69,20.0,83.33,0.1142306326267332,0.053832401515837,0.0,0.7086614173228346,0.012599798031496,0.0,1.7716535433070866,1.062992125984252,0.0371412779527559,7.795275590551181,CB,7,19,19,7,87,50,9,93,67,72,37,72,72,72,57,91,33,91,96,98,70,43,15,87,50,7,56,43,61,96,33,11,81,63,81,39,52,37,26,39,19,15,15,7,15,22,7,85,50,11,96,70,74,37,76,74,74,59,93,41,94,96,100,74,43,15,89,50,7,56,43,61,96,33,11,81,67,85,39,59,44,26,41,22,19,15,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,7w63iqek6hmnizlirurla1cr9,N. Amiri,Nadiem Amiri,29,Midfielder,Germany,Midfielder,41.0,93.0,4.0,124.0,12.0,0.0,265.0,0.0,0.0,7.0,4.0,3.0,3.0,8.0,9.0,10.0,0.0,2.0,2.0,12.0,2.0,5.0,10.0,1.0,2.0,0.0,84.35,57.14,41.67,62.5,28.57,45.45,0.0,66.67,0.534064313711159,1.3594941268294187,1.0,11.0,0.24129765,4.0,16.0,19.0,0.6387483399999999,70.0,13.924528301886792,31.584905660377355,1.3584905660377358,42.11320754716981,4.075471698113208,0.0,0.0,0.0,2.3773584905660377,1.3584905660377358,1.018867924528302,1.018867924528302,2.7169811320754715,3.056603773584905,3.39622641509434,0.0,0.6792452830188679,0.6792452830188679,4.075471698113208,0.6792452830188679,1.6981132075471697,3.39622641509434,0.3396226415094339,0.6792452830188679,0.0,84.35,57.14,41.67,62.5,28.57,45.45,0.0,66.67,0.1813803329585068,0.4617149864703685,0.3396226415094339,3.735849056603773,0.0819501452830188,1.3584905660377358,5.433962264150943,6.452830188679245,0.216933398490566,23.77358490566037,CM/AM,94,94,72,94,100,53,16,38,88,75,72,91,84,91,38,38,53,59,81,28,94,100,22,44,50,56,56,81,56,38,31,16,53,69,100,41,91,81,75,94,84,94,94,94,94,69,94,100,53,16,38,88,69,75,88,88,88,25,38,44,62,81,19,94,100,12,31,50,56,56,81,56,38,31,16,53,62,100,25,88,81,75,88,81,88,94,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,8gtjbmdgsrf1pwqd4vmtcvcru,F. Gruber,Fabio Gruber,24,Defender,Peru,Defender,75.0,58.0,12.0,133.0,0.0,0.0,270.0,10.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,20.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,22.0,6.0,0.0,85.81,50.0,0.0,66.67,0.0,57.14,62.5,75.0,0.2686002630834126,0.0,0.0,2.0,0.04320281,1.0,13.0,10.0,0.24959219,103.0,25.0,19.33333333333333,4.0,44.333333333333336,0.0,0.0,3.333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,6.666666666666667,0.0,1.6666666666666667,0.0,2.0,0.0,0.6666666666666666,0.0,7.333333333333333,2.0,0.0,85.81,50.0,0.0,66.67,0.0,57.14,62.5,75.0,0.0895334210278042,0.0,0.0,0.6666666666666666,0.0144009366666666,0.3333333333333333,4.333333333333333,3.333333333333333,0.0831973966666666,34.333333333333336,CB,22,69,96,44,20,50,72,44,52,61,37,72,85,83,81,41,72,31,80,13,87,43,80,96,50,26,56,43,72,31,30,57,63,59,22,39,52,56,59,74,57,56,70,22,67,91,41,20,50,72,44,48,61,37,65,83,81,80,41,67,31,72,13,87,43,80,94,50,26,56,43,72,31,30,57,63,59,22,39,46,56,57,74,56,52,70,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,Jae-Sung Lee,34,Midfielder,Korea Republic,Midfielder,18.0,36.0,1.0,53.0,5.0,0.0,201.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,14.0,2.0,1.0,1.0,9.0,1.0,0.0,75.71,20.0,33.33,100.0,0.0,53.33,50.0,100.0,0.4690411629259455,0.5208467466231177,1.0,0.0,0.0,0.0,1.0,1.0,0.29356121,19.0,8.059701492537313,16.119402985074625,0.4477611940298507,23.73134328358209,2.238805970149253,0.0,1.791044776119403,0.4477611940298507,1.791044776119403,1.343283582089552,0.4477611940298507,0.4477611940298507,0.4477611940298507,0.4477611940298507,3.582089552238806,0.0,3.134328358208955,0.0,6.26865671641791,0.8955223880597015,0.4477611940298507,0.4477611940298507,4.029850746268656,0.4477611940298507,0.0,75.71,20.0,33.33,100.0,0.0,53.33,50.0,100.0,0.2100184311608711,0.2332149611745303,0.4477611940298507,0.0,0.0,0.0,0.4477611940298507,0.4477611940298507,0.1314453179104477,8.507462686567164,CM/AM,9,22,28,12,75,53,91,81,44,59,38,56,28,25,25,38,100,12,94,28,34,25,100,19,50,19,28,69,91,12,62,69,91,62,69,41,6,6,6,6,6,50,6,31,56,38,31,81,53,94,88,62,62,56,75,38,31,38,38,100,12,100,38,50,38,100,25,50,19,28,69,91,12,62,69,91,75,75,62,6,6,6,6,6,56,12,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,cywgibmici8hwp1ad1nhk3ufp,S. Becker,Sheraldo Becker,31,Attacker,Suriname,Striker,2.0,31.0,0.0,32.0,4.0,0.0,210.0,3.0,2.0,8.0,5.0,3.0,2.0,6.0,6.0,7.0,1.0,0.0,3.0,17.0,2.0,2.0,1.0,2.0,0.0,0.0,74.42,0.0,11.11,33.33,37.5,28.0,42.86,0.0,0.721764889533144,0.4831682878168962,5.0,3.0,0.13364789,2.0,3.0,5.0,0.7208156299999999,15.0,0.8571428571428571,13.285714285714285,0.0,13.714285714285714,1.7142857142857142,0.0,1.2857142857142856,0.8571428571428571,3.4285714285714284,2.142857142857143,1.2857142857142856,0.8571428571428571,2.571428571428571,2.571428571428571,3.0,0.4285714285714285,0.0,1.2857142857142856,7.285714285714286,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.8571428571428571,0.0,0.0,74.42,0.0,11.11,33.33,37.5,28.0,42.86,0.0,0.3093278097999188,0.2070721233500983,2.142857142857143,1.2857142857142856,0.0572776671428571,0.8571428571428571,1.2857142857142856,2.142857142857143,0.3089209842857142,6.428571428571428,ST,11,50,17,28,67,53,39,94,56,44,69,56,83,83,14,44,25,64,72,44,58,83,39,28,53,61,17,78,28,50,11,72,28,50,78,94,56,67,75,36,64,94,50,11,72,17,33,72,53,39,100,72,50,72,67,83,83,22,50,25,67,83,56,67,83,39,28,53,61,17,78,28,50,11,72,28,56,83,94,61,72,83,39,67,94,61,Bundesliga
Mainz 05,1c7qokc1j5z50cjj4tcu32haa,dg6vrx8k026l7f8ytbu1xxj9x,P. Tietz,Phillip Tietz,29,Attacker,Germany,Striker,14.0,40.0,2.0,54.0,4.0,0.0,270.0,17.0,0.0,13.0,12.0,1.0,3.0,4.0,5.0,20.0,3.0,1.0,5.0,23.0,1.0,2.0,0.0,2.0,0.0,0.0,66.67,66.67,0.0,50.0,38.46,41.67,51.52,0.0,1.4408136911562432,0.3079894218574246,1.0,2.0,0.28146883,0.0,4.0,5.0,0.0772042,12.0,4.666666666666667,13.333333333333334,0.6666666666666666,18.0,1.3333333333333333,0.0,5.666666666666667,0.0,4.333333333333333,4.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,6.666666666666667,1.0,0.3333333333333333,1.6666666666666667,7.666666666666667,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,66.67,66.67,0.0,50.0,38.46,41.67,51.52,0.0,0.4802712303854144,0.1026631406191415,0.3333333333333333,0.6666666666666666,0.0938229433333333,0.0,1.3333333333333333,1.6666666666666667,0.0257347333333333,4.0,ST,53,89,50,78,67,53,100,33,94,100,36,78,53,61,89,94,67,83,94,19,58,39,39,28,53,33,67,39,58,56,53,89,28,100,67,36,36,83,14,58,64,6,31,50,78,39,61,61,53,100,33,81,100,28,78,50,50,83,89,50,75,89,11,44,39,33,28,53,33,67,39,58,56,53,89,28,89,56,22,33,83,14,44,56,6,22,Bundesliga
Borussia Dortmund,dt4pinj0vw0t0cvz7za6mhmzy,3uqn1adw8rarez1gpen9vng7p,W. Anton,Waldemar Anton,30,Defender,Germany,Defender,119.0,64.0,6.0,183.0,1.0,0.0,270.0,9.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,14.0,0.0,13.0,0.0,4.0,2.0,0.0,0.0,32.0,2.0,0.0,91.04,50.0,0.0,0.0,0.0,60.87,69.23,66.67,0.0382940224218983,0.1290811576983994,1.0,2.0,0.03686598,0.0,12.0,4.0,0.2676811600000002,136.0,39.66666666666666,21.33333333333333,2.0,61.0,0.3333333333333333,0.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,1.0,4.666666666666667,0.0,4.333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,10.666666666666666,0.6666666666666666,0.0,91.04,50.0,0.0,0.0,0.0,60.87,69.23,66.67,0.0127646741406327,0.0430270525661331,0.3333333333333333,0.6666666666666666,0.01228866,0.0,4.0,1.3333333333333333,0.0892270533333334,45.333333333333336,CB,93,76,50,89,59,50,65,93,30,17,80,30,85,83,50,41,100,31,50,54,30,43,96,44,50,74,56,43,30,31,41,72,50,22,78,83,52,44,26,70,28,63,89,89,74,50,81,54,50,65,91,26,17,78,30,83,81,48,41,100,31,48,50,30,43,96,43,50,74,56,43,30,31,41,72,50,22,74,81,46,37,26,70,28,59,89,Bundesliga
Borussia Dortmund,dt4pinj0vw0t0cvz7za6mhmzy,4pmk7ahjm3cym6adkdcixkcno,J. Gadou,Joane Gadou,19,Defender,France,Defender,102.0,64.0,4.0,166.0,0.0,0.0,243.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,90.71,50.0,0.0,100.0,0.0,61.54,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.77777777777778,23.703703703703702,1.4814814814814814,61.48148148148148,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.3703703703703703,0.3703703703703703,2.962962962962963,0.0,0.3703703703703703,0.0,0.0,0.0,0.3703703703703703,0.0,3.7037037037037033,1.111111111111111,0.0,90.71,50.0,0.0,100.0,0.0,61.54,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,59,76,35,63,20,50,22,44,9,17,37,30,56,56,19,41,15,31,9,13,70,43,20,61,50,70,56,43,91,31,48,28,39,9,22,39,13,13,26,6,7,6,6,74,78,44,85,20,50,26,44,9,17,37,30,67,67,19,41,19,31,9,13,81,43,22,70,50,70,56,43,91,31,48,28,39,9,22,39,13,13,26,6,7,6,6,Bundesliga
Borussia Dortmund,dt4pinj0vw0t0cvz7za6mhmzy,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,Serhou Guirassy,30,Attacker,Guinea,Striker,20.0,37.0,4.0,57.0,6.0,0.0,267.0,6.0,2.0,10.0,9.0,1.0,2.0,3.0,3.0,13.0,2.0,0.0,7.0,20.0,6.0,1.0,0.0,3.0,0.0,0.0,72.15,80.0,0.0,33.33,70.0,43.33,40.0,0.0,1.3024342446023114,0.5564321450126904,3.0,3.0,0.15187321,1.0,2.0,5.0,0.20572331,18.0,6.741573033707865,12.47191011235955,1.348314606741573,19.21348314606741,2.02247191011236,0.0,2.02247191011236,0.6741573033707865,3.3707865168539324,3.033707865168539,0.3370786516853932,0.6741573033707865,1.0112359550561798,1.0112359550561798,4.382022471910112,0.6741573033707865,0.0,2.359550561797753,6.741573033707865,2.02247191011236,0.3370786516853932,0.0,1.0112359550561798,0.0,0.0,72.15,80.0,0.0,33.33,70.0,43.33,40.0,0.0,0.4390227790794307,0.1875613971952889,1.0112359550561798,1.0112359550561798,0.0511932168539325,0.3370786516853932,0.6741573033707865,1.6853932584269662,0.0693449359550561,6.067415730337078,ST,72,78,78,83,86,53,72,94,72,94,36,56,39,39,61,72,25,94,86,86,31,39,61,28,53,50,83,39,28,89,67,61,28,89,83,72,56,72,44,22,64,72,69,67,61,78,72,83,53,67,89,67,83,33,39,33,33,50,61,25,89,72,83,22,39,56,28,53,50,83,39,28,89,67,61,28,72,78,67,44,67,28,17,61,61,50,Bundesliga
Borussia Dortmund,dt4pinj0vw0t0cvz7za6mhmzy,c9e54hwefvwos94ri459uylbe,D. Svensson,Daniel Svensson,24,Defender,Sweden,Defender,72.0,60.0,4.0,131.0,1.0,0.0,270.0,5.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,24.0,0.0,8.0,0.0,3.0,7.0,1.0,1.0,18.0,8.0,0.0,91.61,57.14,16.67,33.33,0.0,64.86,45.45,72.73,0.0919391951677407,0.0,0.0,6.0,0.12435115,1.0,15.0,15.0,0.3479822999999999,65.0,24.0,20.0,1.3333333333333333,43.66666666666666,0.3333333333333333,0.0,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,8.0,0.0,2.6666666666666665,0.0,1.0,2.333333333333333,0.3333333333333333,0.3333333333333333,6.0,2.6666666666666665,0.0,91.61,57.14,16.67,33.33,0.0,64.86,45.45,72.73,0.0306463983892469,0.0,0.0,2.0,0.0414503833333333,0.3333333333333333,5.0,5.0,0.1159940999999999,21.666666666666668,LB/LCB,85,69,50,85,38,46,69,38,31,69,23,65,58,58,92,50,100,23,38,85,65,54,85,92,54,100,92,62,73,23,77,31,77,38,23,23,69,69,31,92,69,62,77,85,69,50,85,38,46,69,38,27,54,23,65,54,54,92,50,100,23,38,85,58,54,77,85,54,100,92,62,73,23,77,31,77,38,23,23,69,69,31,92,62,62,69,Bundesliga
Borussia Dortmund,dt4pinj0vw0t0cvz7za6mhmzy,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,Julian Ryerson,28,Defender,Norway,Defender,25.0,39.0,1.0,57.0,5.0,0.0,241.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,0.0,4.0,0.0,6.0,5.0,1.0,7.0,4.0,2.0,0.0,75.0,25.0,28.0,16.67,0.0,45.0,33.33,100.0,0.0,0.7992965113093526,0.0,3.0,0.0793917099999999,3.0,5.0,5.0,0.86951034,25.0,9.33609958506224,14.564315352697095,0.3734439834024896,21.28630705394191,1.867219917012448,0.0,0.3734439834024896,0.0,0.0,0.0,0.0,0.0,2.240663900414938,2.6141078838174274,3.3609958506224067,0.0,1.4937759336099583,0.0,2.240663900414938,1.867219917012448,0.3734439834024896,2.6141078838174274,1.4937759336099583,0.7468879668049793,0.0,75.0,25.0,28.0,16.67,0.0,45.0,33.33,100.0,0.0,0.2984924731030777,0.0,1.120331950207469,0.0296483564315352,1.120331950207469,1.867219917012448,1.867219917012448,0.3247134049792531,9.33609958506224,RB/RCB,23,46,8,15,81,54,23,27,15,27,23,31,92,100,19,50,73,35,81,96,42,92,12,31,54,38,12,69,31,35,8,19,81,15,92,31,54,62,85,42,46,100,31,15,38,8,8,92,54,23,27,15,27,23,31,92,92,15,50,77,35,85,100,54,92,8,38,54,38,12,69,31,35,8,19,81,15,92,31,54,69,92,46,54,100,23,Bundesliga
Borussia Dortmund,dt4pinj0vw0t0cvz7za6mhmzy,dw8cxbn8i288w0rqiemop6qs4,J. Bellingham,Jobe Bellingham,20,Midfielder,England,Midfielder,60.0,59.0,6.0,117.0,4.0,0.0,270.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,16.0,0.0,8.0,0.0,3.0,3.0,2.0,2.0,6.0,5.0,0.0,84.17,54.55,50.0,66.67,0.0,69.57,0.0,62.5,0.2519026238380913,0.3288409714046116,0.0,6.0,0.18547074,1.0,14.0,12.0,0.2393439899999999,55.0,20.0,19.666666666666668,2.0,39.0,1.3333333333333333,0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,5.333333333333333,0.0,2.6666666666666665,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.0,84.17,54.55,50.0,66.67,0.0,69.57,0.0,62.5,0.0839675412793637,0.1096136571348705,0.0,2.0,0.0618235799999999,0.3333333333333333,4.666666666666667,4.0,0.0797813299999999,18.33333333333333,DM/CM,67,53,75,50,78,50,61,44,53,47,69,61,78,78,94,36,92,22,36,67,92,89,56,89,53,33,56,89,89,22,100,17,61,61,78,25,78,83,31,69,75,61,44,56,53,75,50,72,50,61,44,50,39,61,53,72,72,89,36,92,22,33,61,89,86,56,83,53,33,56,89,89,22,100,17,61,61,72,25,78,83,25,64,67,56,44,Bundesliga
