Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total big chances saved_Total,total mins played,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total goals_Total,total interception_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total accurate cross_Total,total effective clearance_Total,total won tackle_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total big chances saved_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total accurate cross_p90,total effective clearance_p90,total won tackle_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total big chances saved_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total effective clearance_TotalPR,total won tackle_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total big chances saved_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total accurate cross_p90PR,total effective clearance_p90PR,total won tackle_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,2udtmz4lvh4vil16mxvo0j4l,Aleix García,Aleix García,29,Midfielder,Spain,Midfielder,115.0,178.0,15.0,283.0,12.0,0.0,270.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,8.0,0.0,3.0,2.0,3.0,1.0,1.0,10.0,2.0,0.0,0.0,92.79,75.0,38.46,100.0,50.0,66.67,50.0,0.0,0.2649802614747261,1.396164471925132,1.0,12.0,0.2604628,3.0,35.0,25.0,0.6368006000000002,171.0,38.333333333333336,59.333333333333336,5.0,94.33333333333331,4.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,3.333333333333333,0.6666666666666666,0.0,0.0,92.79,75.0,38.46,100.0,50.0,66.67,50.0,0.0,0.0883267538249086,0.4653881573083773,0.3333333333333333,4.0,0.0868209333333333,1.0,11.666666666666666,8.333333333333334,0.2122668666666667,57.0,DM/CM,100,94,100,100,100,50,33,44,67,64,69,81,44,42,28,36,44,81,36,14,72,100,25,8,53,94,86,83,97,86,94,56,8,67,100,64,94,94,67,100,94,94,100,100,94,100,94,100,50,31,44,67,64,61,78,42,39,28,36,39,75,33,11,64,100,14,8,53,94,86,83,97,86,94,56,8,67,100,56,94,94,64,100,94,94,100,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,4hhwub45239nculr9sowalr10,Afonso Moreira,Afonso Bastardo Moreira,21,Attacker,Portugal,Striker,10.0,53.0,2.0,62.0,2.0,0.0,250.0,0.0,0.0,7.0,4.0,3.0,2.0,4.0,5.0,13.0,0.0,0.0,3.0,12.0,7.0,3.0,1.0,5.0,2.0,0.0,82.67,33.33,12.5,75.0,42.86,44.83,0.0,66.67,0.5233897086491914,0.223431345698389,3.0,16.0,0.41474082,4.0,4.0,9.0,0.45612485,24.0,3.6,19.08,0.72,22.32,0.72,0.0,0.0,0.0,2.52,1.44,1.08,0.72,1.44,1.8,4.680000000000001,0.0,0.0,1.08,4.32,2.52,1.08,0.36,1.8,0.72,0.0,82.67,33.33,12.5,75.0,42.86,44.83,0.0,66.67,0.1884202951137089,0.08043528445142,1.08,5.76,0.1493066952,1.44,1.44,3.24,0.164204946,8.64,ST,31,94,50,92,33,53,8,33,39,28,69,56,53,61,61,17,25,64,50,97,83,83,92,86,53,94,33,83,94,61,72,8,75,22,50,72,100,94,94,58,92,89,89,22,94,44,94,33,53,8,33,39,28,61,56,56,61,61,17,25,61,50,100,83,78,89,78,53,94,33,83,94,61,72,8,75,22,50,72,100,94,94,56,89,89,89,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,9x0s8mzjc9ey0q812sn3poums,I. Maza,Ibrahim Maza,20,Midfielder,Algeria,Midfielder,27.0,79.0,5.0,102.0,8.0,0.0,270.0,2.0,1.0,13.0,7.0,6.0,4.0,11.0,11.0,14.0,1.0,2.0,2.0,28.0,3.0,7.0,4.0,3.0,1.0,0.0,73.91,50.0,33.33,63.64,15.38,42.42,40.0,50.0,1.2140361192883298,0.7458722005279053,7.0,14.0,0.5022106399999999,6.0,13.0,11.0,1.18954715,56.0,9.0,26.33333333333333,1.6666666666666667,34.0,2.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,4.333333333333333,2.333333333333333,2.0,1.3333333333333333,3.6666666666666665,3.6666666666666665,4.666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,9.333333333333334,1.0,2.333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.0,73.91,50.0,33.33,63.64,15.38,42.42,40.0,50.0,0.4046787064294432,0.248624066842635,2.333333333333333,4.666666666666667,0.1674035466666666,2.0,4.333333333333333,3.6666666666666665,0.3965157166666667,18.666666666666668,ST,97,100,86,100,97,53,28,75,94,75,97,89,97,97,72,44,89,36,100,64,94,100,61,64,53,56,47,94,78,6,61,61,64,72,100,100,94,100,100,100,100,100,100,94,100,83,100,94,53,28,67,81,61,89,83,94,94,56,33,89,17,100,61,94,100,50,56,53,56,47,94,78,6,61,61,64,61,94,100,94,100,100,100,100,100,100,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,c1s9pmfkytw0du5ril4kv9i0a,E. Fernández,Equi Fernández,24,Midfielder,Argentina,Midfielder,51.0,89.0,4.0,140.0,3.0,0.0,202.0,0.0,0.0,5.0,3.0,2.0,2.0,5.0,5.0,13.0,1.0,3.0,1.0,8.0,5.0,2.0,0.0,2.0,4.0,0.0,93.96,80.0,0.0,40.0,20.0,54.17,0.0,66.67,0.5505262408632763,0.3080351073877043,1.0,4.0,0.07924678,1.0,22.0,11.0,0.3407366299999999,86.0,22.722772277227723,39.65346534653465,1.7821782178217822,62.37623762376238,1.3366336633663367,0.0,0.0,0.0,2.227722772277228,1.3366336633663367,0.8910891089108911,0.8910891089108911,2.227722772277228,2.227722772277228,5.792079207920792,0.4455445544554455,1.3366336633663367,0.4455445544554455,3.5643564356435644,2.227722772277228,0.8910891089108911,0.0,0.8910891089108911,1.7821782178217822,0.0,93.96,80.0,0.0,40.0,20.0,54.17,0.0,66.67,0.2452839687014597,0.13724336467769,0.4455445544554455,1.7821782178217822,0.0353079712871287,0.4455445544554455,9.801980198019802,4.900990099009901,0.1518133499999999,38.31683168316832,DM/CM,39,89,56,78,69,50,14,44,75,75,69,81,100,100,64,81,44,56,89,94,92,36,25,75,53,100,97,36,72,44,75,17,69,78,72,64,56,56,31,89,67,78,81,67,89,67,89,78,50,14,44,89,83,83,83,100,100,94,89,56,67,94,100,94,36,39,94,53,100,97,36,72,44,75,17,69,94,83,78,72,67,50,89,83,89,89,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,d7pzcnoztn30xoj5b2sr9slt6,Miguel Gutiérrez,Miguel Gutiérrez,25,Defender,Spain,Defender,50.0,105.0,2.0,150.0,8.0,0.0,263.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,7.0,0.0,2.0,1.0,11.0,2.0,1.0,5.0,2.0,2.0,0.0,90.91,28.57,20.83,33.33,33.33,53.85,50.0,66.67,0.1809596152801444,1.034164390838351,2.0,25.0,0.70069936,5.0,8.0,15.0,1.0998571700000002,64.0,17.11026615969582,35.93155893536122,0.6844106463878328,51.330798479087456,2.737642585551331,0.0,0.3422053231939164,0.6844106463878328,1.0266159695817492,0.3422053231939164,0.6844106463878328,0.6844106463878328,1.0266159695817492,1.0266159695817492,2.3954372623574147,0.0,0.6844106463878328,0.3422053231939164,3.76425855513308,0.6844106463878328,0.3422053231939164,1.711026615969582,0.6844106463878328,0.6844106463878328,0.0,90.91,28.57,20.83,33.33,33.33,53.85,50.0,66.67,0.0619253436319885,0.3538965596024775,0.6844106463878328,8.55513307984791,0.2397830509505703,1.711026615969582,2.737642585551331,5.133079847908745,0.3763769783269963,21.90114068441065,LB/LCB,54,92,35,92,85,46,15,100,73,69,77,88,58,58,15,50,19,65,100,62,65,85,8,38,54,92,38,85,73,54,46,50,54,77,85,85,100,100,96,38,69,100,69,46,92,31,92,85,46,23,100,77,73,77,92,69,69,15,50,15,69,100,69,77,85,8,38,54,92,38,85,73,54,46,50,54,77,85,85,100,100,100,38,69,100,77,Bundesliga
Bayer 04 Leverkusen,7ad69ngbpjuyzv96drf8d9sn2,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,Edmond Tapsoba,27,Defender,Burkina Faso,Defender,116.0,80.0,8.0,196.0,1.0,0.0,270.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,14.0,3.0,0.0,90.32,53.33,0.0,0.0,0.0,68.42,70.0,75.0,0.1131963477834851,0.1143664707811867,0.0,6.0,0.12661793,3.0,19.0,14.0,0.3312387799999998,134.0,38.66666666666666,26.666666666666668,2.6666666666666665,65.33333333333333,0.3333333333333333,0.0,2.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.333333333333333,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,4.666666666666667,1.0,0.0,90.32,53.33,0.0,0.0,0.0,68.42,70.0,75.0,0.0377321159278283,0.0381221569270622,0.0,2.0,0.0422059766666666,1.0,6.333333333333333,4.666666666666667,0.1104129266666665,44.66666666666666,CB,89,89,61,93,59,50,54,93,30,44,37,72,56,56,44,41,33,31,37,54,30,43,31,61,50,63,70,43,30,31,78,78,63,33,67,39,85,81,87,81,72,70,85,85,85,59,93,54,50,54,91,26,43,37,65,52,52,44,41,31,31,37,50,30,43,30,54,50,63,70,43,30,31,78,78,63,33,63,39,85,81,87,80,72,70,85,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,Ko Itakura,29,Defender,Japan,Defender,89.0,32.0,3.0,119.0,1.0,0.0,270.0,2.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,1.0,4.0,2.0,0.0,2.0,10.0,1.0,0.0,90.15,27.27,100.0,0.0,25.0,40.0,33.33,50.0,0.5462535972122853,0.121065548606663,0.0,4.0,0.08664806,3.0,3.0,5.0,0.4166355899999998,77.0,29.666666666666668,10.666666666666666,1.0,39.66666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3.333333333333333,0.3333333333333333,0.0,90.15,27.27,100.0,0.0,25.0,40.0,33.33,50.0,0.182084532404095,0.0403551828688876,0.0,1.3333333333333333,0.0288826866666666,1.0,1.0,1.6666666666666667,0.1388785299999999,25.666666666666668,CB,41,30,19,26,59,50,22,44,78,85,37,93,22,22,13,41,33,70,50,54,30,100,20,24,50,59,19,98,30,65,15,20,24,89,70,39,78,78,87,20,37,81,48,41,30,15,26,54,50,15,44,78,85,37,93,22,22,11,41,31,69,48,50,30,100,19,19,50,59,19,98,30,65,15,20,24,89,67,39,76,78,87,19,33,78,41,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,Hugo Bolin,23,Midfielder,Sweden,Midfielder,18.0,40.0,0.0,57.0,4.0,0.0,225.0,1.0,0.0,10.0,7.0,3.0,5.0,3.0,3.0,13.0,2.0,2.0,4.0,15.0,6.0,2.0,1.0,1.0,1.0,0.0,87.69,0.0,33.33,66.67,40.0,65.0,50.0,25.0,1.013974200976092,0.4465021434801282,4.0,7.0,0.19387212,1.0,5.0,10.0,0.58418752,28.0,7.2,16.0,0.0,22.8,1.6,0.0,0.4,0.0,4.0,2.8,1.2,2.0,1.2,1.2,5.2,0.8,0.8,1.6,6.0,2.4,0.8,0.4,0.4,0.4,0.0,87.69,0.0,33.33,66.67,40.0,65.0,50.0,25.0,0.4055896803904367,0.1786008573920512,1.6,2.8,0.077548848,0.4,2.0,4.0,0.233675008,11.2,CM/AM,9,44,9,19,56,53,41,38,100,100,72,100,50,50,69,91,53,88,100,94,56,25,22,19,50,81,9,69,62,56,88,69,12,100,50,97,72,69,25,22,66,88,19,12,47,9,25,62,53,50,38,100,100,81,100,56,56,69,94,62,94,94,94,56,31,25,19,50,81,9,69,62,56,88,69,12,100,56,100,75,69,25,25,69,94,38,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,7xc0qldxpidl07vij2wgu1sk5,K. Diks,Kevin Diks,29,Defender,Indonesia,Defender,99.0,49.0,6.0,148.0,0.0,0.0,270.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,15.0,1.0,0.0,89.7,35.29,0.0,0.0,0.0,71.43,75.0,50.0,0.1291454405893443,0.0,1.0,2.0,0.03932202,2.0,9.0,6.0,0.2143710199999999,96.0,33.0,16.333333333333332,2.0,49.333333333333336,0.0,0.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,3.333333333333333,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,5.0,0.3333333333333333,0.0,89.7,35.29,0.0,0.0,0.0,71.43,75.0,50.0,0.0430484801964481,0.0,0.3333333333333333,0.6666666666666666,0.01310734,0.6666666666666666,3.0,2.0,0.0714570066666666,32.0,CB,52,54,50,56,20,50,43,44,52,44,80,72,22,22,30,41,4,31,50,54,30,43,41,24,50,56,30,43,30,31,89,85,24,41,22,83,52,48,76,56,46,44,59,48,52,50,56,20,50,41,44,48,43,78,65,22,22,30,41,4,31,48,50,30,43,35,19,50,56,30,43,30,31,89,85,24,41,22,81,46,48,72,56,41,44,59,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,7zbu2y3nlj4dyhe1qdj15g3xl,P. Sander,Philipp Sander,28,Midfielder,Germany,Midfielder,79.0,65.0,10.0,142.0,3.0,0.0,270.0,3.0,0.0,4.0,2.0,2.0,2.0,3.0,3.0,12.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,3.0,6.0,0.0,89.31,58.82,33.33,33.33,0.0,35.29,50.0,75.0,0.3427497799533161,0.3430657858362664,1.0,6.0,0.17299182,2.0,14.0,14.0,0.52329225,67.0,26.33333333333333,21.666666666666668,3.333333333333333,47.333333333333336,1.0,0.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,89.31,58.82,33.33,33.33,0.0,35.29,50.0,75.0,0.1142499266511053,0.1143552619454221,0.3333333333333333,2.0,0.05766394,0.6666666666666666,4.666666666666667,4.666666666666667,0.17443075,22.33333333333333,RM/RCM,100,80,100,100,40,60,80,60,60,50,80,60,60,60,60,50,80,40,40,20,60,50,60,100,60,100,80,40,60,40,20,100,90,60,60,70,80,80,70,90,80,60,100,100,80,100,80,40,60,80,60,60,40,80,60,60,60,60,50,80,40,40,20,60,50,60,100,60,100,80,40,60,40,20,100,90,60,40,60,80,80,70,80,80,60,80,Bundesliga
Borussia M'gladbach,go76xxm0xyfgqt1h6tcrtimm,aopmwx748flafzpj58w2afwlx,T. Kleindienst,Tim Kleindienst,31,Attacker,Germany,Striker,15.0,13.0,5.0,28.0,2.0,0.0,219.0,10.0,0.0,6.0,6.0,0.0,2.0,2.0,2.0,15.0,0.0,0.0,1.0,13.0,1.0,1.0,0.0,5.0,0.0,0.0,65.12,100.0,0.0,50.0,16.67,41.67,45.45,0.0,0.6207451276456308,0.0769636601505481,0.0,1.0,0.01689528,0.0,6.0,4.0,0.09134473,10.0,6.164383561643836,5.342465753424658,2.054794520547945,11.506849315068497,0.8219178082191781,0.0,4.109589041095891,0.0,2.4657534246575343,2.4657534246575343,0.0,0.8219178082191781,0.8219178082191781,0.8219178082191781,6.164383561643836,0.0,0.0,0.4109589041095891,5.342465753424658,0.4109589041095891,0.4109589041095891,0.0,2.054794520547945,0.0,0.0,65.12,100.0,0.0,50.0,16.67,41.67,45.45,0.0,0.2551007373886154,0.0316289014317321,0.0,0.4109589041095891,0.0069432657534246,0.0,2.4657534246575343,1.6438356164383563,0.0375389301369863,4.109589041095891,ST,61,22,86,22,33,53,83,33,33,61,14,56,25,22,78,17,25,8,58,19,31,39,92,28,53,11,97,39,58,11,53,78,28,39,28,11,19,11,14,89,47,11,22,61,22,89,22,39,53,83,33,33,69,14,61,22,22,78,17,25,11,61,17,33,39,94,28,53,11,97,39,58,11,53,78,28,39,28,11,22,11,14,89,50,17,28,Bundesliga
Eintracht Frankfurt,c5hderjlkcoaze51e5wgvptk,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,Robin Koch,30,Defender,Germany,Defender,106.0,75.0,11.0,181.0,1.0,0.0,270.0,17.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,2.0,6.0,0.0,0.0,0.0,31.0,1.0,0.0,93.3,64.71,0.0,0.0,50.0,66.67,70.83,33.33,0.511373603776248,0.0744606919743322,0.0,1.0,0.05491138,0.0,23.0,22.0,0.41197875,143.0,35.333333333333336,25.0,3.6666666666666665,60.333333333333336,0.3333333333333333,0.0,5.666666666666667,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,6.666666666666667,0.0,2.333333333333333,0.6666666666666666,2.0,0.0,0.0,0.0,10.333333333333334,0.3333333333333333,0.0,93.3,64.71,0.0,0.0,50.0,66.67,70.83,33.33,0.1704578679254159,0.0248202306581107,0.0,0.3333333333333333,0.0183037933333333,0.0,7.666666666666667,7.333333333333333,0.13732625,47.66666666666666,CB,65,81,87,83,59,50,93,44,78,85,37,30,22,22,81,41,96,91,80,13,30,43,93,24,50,93,81,43,30,91,67,81,11,85,52,39,31,63,26,89,91,78,93,61,81,85,76,54,50,93,44,78,85,37,30,22,22,80,41,96,83,72,13,30,43,93,19,50,93,81,43,30,91,67,81,11,81,52,39,28,59,26,89,89,74,93,Bundesliga
Eintracht Frankfurt,c5hderjlkcoaze51e5wgvptk,4a59itr8bwm9auhz9f2dno104,C. Uzun,Can Uzun,20,Midfielder,Türkiye,Midfielder,33.0,68.0,8.0,96.0,7.0,0.0,235.0,0.0,0.0,6.0,5.0,1.0,2.0,14.0,15.0,12.0,2.0,0.0,3.0,13.0,4.0,5.0,5.0,2.0,1.0,0.0,84.96,80.0,31.25,35.71,50.0,40.0,0.0,33.33,0.6790312359494499,0.8683699707287487,1.0,11.0,0.25493327,3.0,15.0,21.0,0.4985774999999999,45.0,12.638297872340424,26.04255319148936,3.0638297872340425,36.76595744680851,2.680851063829788,0.0,0.0,0.0,2.297872340425532,1.9148936170212765,0.3829787234042553,0.7659574468085106,5.361702127659575,5.74468085106383,4.595744680851063,0.7659574468085106,0.0,1.1489361702127658,4.97872340425532,1.5319148936170213,1.9148936170212765,1.9148936170212765,0.7659574468085106,0.3829787234042553,0.0,84.96,80.0,31.25,35.71,50.0,40.0,0.0,33.33,0.260054515895534,0.3325672228322867,0.3829787234042553,4.212765957446808,0.0976340182978723,1.1489361702127658,5.74468085106383,8.042553191489361,0.190944574468085,17.23404255319149,CM/AM,62,81,94,81,94,53,16,38,78,91,38,81,100,100,56,91,9,72,88,66,94,91,41,19,50,69,88,53,38,62,19,16,22,81,94,41,91,94,56,88,94,81,81,75,88,94,81,94,53,16,38,81,94,38,81,100,100,56,88,9,75,88,62,100,88,44,12,50,69,88,53,38,62,19,16,22,81,88,44,94,88,69,94,94,81,81,Bundesliga
Eintracht Frankfurt,c5hderjlkcoaze51e5wgvptk,ab3og2sas7q4czd31wbdbnro,K. Kosugi,Keita Kosugi,20,Defender,Japan,Defender,25.0,45.0,0.0,68.0,3.0,0.0,270.0,6.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,21.0,0.0,7.0,1.0,4.0,9.0,1.0,2.0,12.0,3.0,0.0,75.56,0.0,18.18,50.0,50.0,67.74,66.67,60.0,0.1500378370393099,0.2405194511159691,1.0,4.0,0.1235510599999999,5.0,9.0,8.0,0.2429097699999999,30.0,8.333333333333334,15.0,0.0,22.666666666666668,1.0,0.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,7.0,0.0,2.333333333333333,0.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,4.0,1.0,0.0,75.56,0.0,18.18,50.0,50.0,67.74,66.67,60.0,0.0500126123464366,0.0801731503719897,0.3333333333333333,1.3333333333333333,0.0411836866666666,1.6666666666666667,3.0,2.6666666666666665,0.0809699233333333,10.0,LB/LCB,8,38,15,23,69,46,81,38,50,69,54,31,38,38,85,50,92,65,54,100,65,73,62,54,54,31,15,73,96,73,85,81,27,62,62,58,54,62,96,46,38,38,31,8,38,15,15,65,46,77,38,46,54,50,31,38,38,85,50,92,54,46,100,58,73,62,54,54,31,15,73,96,73,85,81,27,62,54,54,50,62,92,46,35,38,31,Bundesliga
Eintracht Frankfurt,c5hderjlkcoaze51e5wgvptk,d1e8em0pe47h68uq73h8aq1w4,E. Baum,Elias Baum,20,Defender,Germany,Defender,38.0,41.0,3.0,79.0,3.0,0.0,246.0,4.0,1.0,4.0,4.0,0.0,2.0,6.0,6.0,18.0,0.0,3.0,2.0,10.0,2.0,3.0,0.0,9.0,7.0,0.0,78.22,30.0,0.0,50.0,50.0,48.65,44.44,77.78,0.3052076897511291,0.2284594261823342,1.0,4.0,0.12986581,2.0,5.0,9.0,0.56510279,26.0,13.902439024390244,15.0,1.0975609756097562,28.902439024390244,1.0975609756097562,0.0,1.4634146341463414,0.3658536585365853,1.4634146341463414,1.4634146341463414,0.0,0.7317073170731707,2.1951219512195124,2.1951219512195124,6.585365853658536,0.0,1.0975609756097562,0.7317073170731707,3.658536585365854,0.7317073170731707,1.0975609756097562,0.0,3.292682926829268,2.5609756097560976,0.0,78.22,30.0,0.0,50.0,50.0,48.65,44.44,77.78,0.1116613499089496,0.0835827168959759,0.3658536585365853,1.4634146341463414,0.047511881707317,0.7317073170731707,1.829268292682927,3.292682926829268,0.2067449231707317,9.51219512195122,RB/RCB,46,54,27,62,46,54,58,69,81,96,23,96,92,88,81,50,38,92,100,38,88,23,62,85,54,46,35,23,54,88,23,38,50,85,46,73,85,100,62,42,73,77,38,46,46,31,62,38,54,62,77,92,100,23,100,85,85,92,50,54,100,100,46,92,23,62,85,54,46,35,23,54,88,23,38,50,85,46,77,92,100,62,38,77,85,31,Bundesliga
Eintracht Frankfurt,c5hderjlkcoaze51e5wgvptk,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,Jonathan Burkardt,26,Attacker,Germany,Striker,19.0,29.0,6.0,48.0,5.0,0.0,230.0,5.0,1.0,8.0,8.0,0.0,4.0,5.0,5.0,12.0,2.0,3.0,2.0,18.0,5.0,2.0,0.0,0.0,0.0,0.0,85.71,85.71,0.0,40.0,25.0,41.38,35.71,0.0,1.1517894771513046,0.4277785035209728,1.0,4.0,0.10462653,1.0,4.0,3.0,0.3078817699999999,13.0,7.434782608695652,11.347826086956523,2.347826086956522,18.782608695652176,1.956521739130435,0.0,1.956521739130435,0.391304347826087,3.130434782608696,3.130434782608696,0.0,1.565217391304348,1.956521739130435,1.956521739130435,4.695652173913044,0.782608695652174,1.173913043478261,0.782608695652174,7.043478260869565,1.956521739130435,0.782608695652174,0.0,0.0,0.0,0.0,85.71,85.71,0.0,40.0,25.0,41.38,35.71,0.0,0.450700230189641,0.1673915883342937,0.391304347826087,1.565217391304348,0.0409408160869565,0.391304347826087,1.565217391304348,1.173913043478261,0.1204754752173912,5.086956521739131,ST,67,44,97,58,78,53,64,75,56,86,14,89,67,61,50,72,94,36,78,75,58,39,14,28,53,100,89,39,42,31,44,47,28,67,72,36,75,56,44,58,39,78,39,72,44,94,67,78,53,61,78,61,89,14,94,72,72,67,72,94,39,78,78,56,39,14,28,53,100,89,39,42,31,44,47,28,78,72,50,72,56,50,67,39,78,39,Bundesliga
