Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total attempts obox_Total,total ontarget attempt_Total,total blocked scoring att_Total,total goals_Total,total big chances saved_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total attempts obox_p90,total ontarget attempt_p90,total blocked scoring att_p90,total goals_p90,total big chances saved_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total attempts obox_TotalPR,total ontarget attempt_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total big chances saved_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total attempts obox_p90PR,total ontarget attempt_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total big chances saved_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,9udih61a8rpolajfiwzfu0bmd,D. Holzer,Daniel Holzer,31,Midfielder,Czechia,Midfielder,26.0,6.0,55.0,0.0,75.0,4.0,0.0,7.0,5.0,3.0,3.0,4.0,15.0,5.0,6.0,323.0,11.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,68.18,0.0,28.57,33.33,20.0,51.72,57.14,37.5,0.4214325872912208,0.8866632962754794,1.0,5.0,0.16134041,5.0,10.0,7.0,0.9447182899999998,28.0,7.244582043343653,1.671826625386997,15.325077399380804,0.0,20.89783281733746,1.1145510835913313,0.0,1.9504643962848296,1.393188854489164,0.8359133126934984,0.8359133126934984,1.1145510835913313,4.179566563467492,1.393188854489164,1.671826625386997,3.065015479876161,0.5572755417956656,0.2786377708978328,0.8359133126934984,0.5572755417956656,0.2786377708978328,0.2786377708978328,0.0,0.0,0.0,0.0,68.18,0.0,28.57,33.33,20.0,51.72,57.14,37.5,0.1174270367065321,0.2470578844111242,0.2786377708978328,1.393188854489164,0.0449555321981424,1.393188854489164,2.786377708978328,1.9504643962848296,0.2632341984520123,7.801857585139318,LM/LCM,20,40,20,20,20,50,30,40,20,20,20,20,20,40,80,30,20,20,20,20,30,20,40,60,60,60,20,20,70,40,60,80,100,20,20,80,20,20,20,40,60,40,60,20,40,80,60,20,40,80,30,80,60,60,40,40,40,40,100,60,20,20,60,20,40,20,40,60,60,60,20,20,70,40,60,80,100,20,60,100,20,40,60,80,100,40,80,40,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,9vw2oyy2bom3l943iptf61v6c,A. Bewene,Abdullahi Bewene,21,Midfielder,Nigeria,Midfielder,64.0,2.0,124.0,7.0,186.0,3.0,0.0,6.0,9.0,4.0,21.0,22.0,50.0,9.0,8.0,674.0,24.0,13.0,9.0,14.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,78.81,30.43,10.0,42.86,22.22,53.76,33.33,56.0,0.5971385685535319,0.6289217868730592,6.0,18.0,0.62282382,7.0,11.0,13.0,0.6667142799999999,78.0,8.5459940652819,0.2670623145400593,16.55786350148368,0.9347181008902076,24.83679525222552,0.400593471810089,0.0,0.8011869436201781,1.2017804154302671,0.5341246290801187,2.804154302670624,2.9376854599406528,6.676557863501484,1.2017804154302671,1.0682492581602374,3.204747774480712,1.735905044510386,1.2017804154302671,1.869436201780416,0.6676557863501483,0.2670623145400593,0.5341246290801187,0.0,0.0,0.0,0.0,78.81,30.43,10.0,42.86,22.22,53.76,33.33,56.0,0.079736604109522,0.0839806540334945,0.8011869436201781,2.4035608308605343,0.0831663854599406,0.9347181008902076,1.4688427299703264,1.735905044510386,0.0890271293768545,10.415430267062314,RM/RCM,75,62,94,62,88,50,31,69,81,75,100,100,100,56,100,100,100,100,100,94,62,100,38,56,56,56,62,50,25,75,25,88,38,62,62,75,100,88,88,100,38,50,75,75,38,44,62,62,50,25,31,25,62,62,88,88,100,25,75,75,100,88,88,62,56,88,38,56,56,56,62,50,25,75,25,88,38,62,62,50,69,62,75,75,38,38,50,38,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,bowlrae6ezghypthbq6zao55g,V. Škrkoň,Vít Skrkon,18,Attacker,Czechia,Striker,13.0,1.0,29.0,3.0,41.0,4.0,0.0,3.0,11.0,9.0,15.0,15.0,17.0,4.0,2.0,378.0,13.0,6.0,5.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,70.69,75.0,50.0,33.33,18.18,26.98,40.0,50.0,1.3503392765092042,0.3537878107593523,4.0,3.0,0.08792541,2.0,3.0,4.0,0.3775578300000001,11.0,3.095238095238095,0.238095238095238,6.904761904761904,0.7142857142857143,9.76190476190476,0.9523809523809524,0.0,0.7142857142857143,2.619047619047619,2.142857142857143,3.571428571428571,3.571428571428571,4.047619047619048,0.9523809523809524,0.4761904761904761,3.095238095238095,1.4285714285714286,1.1904761904761905,0.238095238095238,0.4761904761904761,0.4761904761904761,0.4761904761904761,0.238095238095238,0.0,0.0,0.0,70.69,75.0,50.0,33.33,18.18,26.98,40.0,50.0,0.3215093515498105,0.084235193037941,0.9523809523809524,0.7142857142857143,0.0209346214285714,0.4761904761904761,0.7142857142857143,0.9523809523809524,0.0898947214285714,2.619047619047619,ST,43,57,32,77,37,37,34,44,51,61,85,82,38,61,78,23,55,78,28,57,34,51,48,51,51,49,49,90,94,35,22,5,43,46,59,63,80,49,44,61,49,54,73,21,29,61,29,76,32,37,34,41,66,68,93,90,37,54,78,15,59,76,27,56,32,51,46,51,51,49,49,90,94,35,22,5,43,46,71,59,80,39,41,61,56,49,73,20,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,cen47oljunpmotfb2bgomqfbo,D. Planka,David Planka,21,Midfielder,Czechia,Midfielder,25.0,4.0,56.0,2.0,77.0,0.0,0.0,7.0,1.0,0.0,8.0,8.0,5.0,3.0,0.0,213.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,83.7,40.0,28.57,12.5,0.0,21.74,0.0,66.67,0.0629349977908757,0.6505954470306857,1.0,7.0,0.19758388,2.0,6.0,8.0,0.39917818,43.0,10.56338028169014,1.6901408450704225,23.66197183098592,0.8450704225352113,32.53521126760563,0.0,0.0,2.9577464788732395,0.4225352112676056,0.0,3.380281690140845,3.380281690140845,2.112676056338028,1.267605633802817,0.0,0.8450704225352113,0.4225352112676056,0.4225352112676056,0.8450704225352113,0.4225352112676056,0.0,0.0,0.0,0.4225352112676056,0.0,0.0,83.7,40.0,28.57,12.5,0.0,21.74,0.0,66.67,0.0265922525876939,0.2748994846608531,0.4225352112676056,2.9577464788732395,0.0834861464788732,0.8450704225352113,2.535211267605634,3.380281690140845,0.1686668366197183,18.16901408450704,CM/AM,27,65,29,16,24,9,25,58,6,5,51,45,2,46,7,6,6,17,26,20,11,10,24,100,50,49,76,41,64,8,11,2,10,51,4,60,25,44,44,32,31,29,40,39,60,96,85,38,79,9,25,92,8,5,85,79,6,81,7,8,8,29,56,27,11,10,24,100,50,49,76,41,64,8,11,2,10,51,6,90,35,85,79,58,62,65,75,85,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,cu414j6tqk82k4yc7rzd4rysp,F. Kubala,Filip Kubala,27,Attacker,Czechia,Striker,25.0,0.0,62.0,4.0,87.0,6.0,1.0,5.0,13.0,10.0,11.0,11.0,24.0,3.0,2.0,353.0,23.0,8.0,6.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,79.09,80.0,0.0,54.55,7.69,52.17,54.55,50.0,1.383013572424786,0.2785056621278906,2.0,9.0,0.27132154,4.0,12.0,11.0,0.2807075399999999,37.0,6.373937677053824,0.0,15.807365439093486,1.019830028328612,22.18130311614731,1.529745042492918,0.254957507082153,1.274787535410765,3.314447592067989,2.54957507082153,2.8045325779036827,2.8045325779036827,6.118980169971672,0.764872521246459,0.509915014164306,5.864022662889519,2.039660056657224,1.529745042492918,0.509915014164306,0.764872521246459,0.254957507082153,0.764872521246459,0.0,0.0,0.0,0.0,79.09,80.0,0.0,54.55,7.69,52.17,54.55,50.0,0.352609692686206,0.0710071093243913,0.509915014164306,2.294617563739377,0.0691754634560906,1.019830028328612,3.059490084985836,2.8045325779036827,0.0715684946175637,9.43342776203966,ST,79,26,80,87,78,55,80,61,72,70,77,76,72,40,78,65,78,84,49,76,15,70,15,51,51,49,83,96,26,88,10,93,90,46,61,49,48,79,73,80,98,87,59,83,85,26,93,85,95,59,87,72,88,80,73,68,76,45,85,85,80,88,51,83,10,71,15,51,51,49,83,96,26,88,10,93,90,46,85,51,50,82,83,80,98,90,59,98,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,ea0xgdodlgctaxvwy5zd8gpgp,J. Boula,Jirí Boula,27,Midfielder,Czechia,Midfielder,48.0,6.0,97.0,5.0,139.0,5.0,1.0,6.0,3.0,1.0,3.0,3.0,17.0,7.0,1.0,391.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,79.43,31.25,42.86,100.0,33.33,73.91,83.33,42.86,0.1898491452867568,0.5026330331510278,1.0,7.0,0.16382389,2.0,22.0,20.0,0.64050801,69.0,11.048593350383632,1.381074168797954,22.32736572890025,1.1508951406649617,31.994884910485936,1.1508951406649617,0.2301790281329923,1.381074168797954,0.690537084398977,0.2301790281329923,0.690537084398977,0.690537084398977,3.91304347826087,1.6112531969309465,0.2301790281329923,0.690537084398977,0.4603580562659847,0.690537084398977,0.690537084398977,0.4603580562659847,0.2301790281329923,0.4603580562659847,0.0,0.0,0.0,0.0,79.43,31.25,42.86,100.0,33.33,73.91,83.33,42.86,0.0436992917539849,0.1156955830782417,0.2301790281329923,1.6112531969309465,0.0377088237851662,0.4603580562659847,5.063938618925832,4.603580562659847,0.1474315112531969,15.882352941176473,DM/CM,27,88,59,20,45,67,83,64,29,36,27,27,32,52,12,27,11,55,21,33,45,53,39,48,52,52,36,21,91,95,70,97,100,23,27,61,23,53,55,36,73,53,55,39,15,91,73,15,55,76,94,88,33,36,42,42,39,55,15,30,12,73,30,42,52,73,39,48,52,52,36,21,91,95,70,97,100,23,27,82,24,61,61,39,79,73,73,55,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,eiivgqzqs34z74wjdprc4apzo,Y. Skyba,Yevhenii Skyba,23,Defender,Ukraine,Defender,145.0,3.0,148.0,22.0,290.0,15.0,0.0,2.0,2.0,2.0,9.0,11.0,43.0,30.0,9.0,565.0,4.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.55,53.66,18.75,55.56,0.0,55.84,57.69,52.94,0.2543626510235808,0.1402673704325953,0.0,1.0,0.01870347,9.0,41.0,44.0,1.0757027500000005,199.0,23.097345132743364,0.4778761061946903,23.57522123893805,3.504424778761062,46.19469026548673,2.3893805309734515,0.0,0.3185840707964602,0.3185840707964602,0.3185840707964602,1.4336283185840708,1.752212389380531,6.849557522123894,4.778761061946903,1.4336283185840708,0.6371681415929203,0.9557522123893806,0.7964601769911505,1.4336283185840708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.55,53.66,18.75,55.56,0.0,55.84,57.69,52.94,0.0405179444108358,0.0223434749361656,0.0,0.1592920353982301,0.0029793138053097,1.4336283185840708,6.530973451327434,7.008849557522124,0.1713508805309735,31.699115044247787,CB,56,93,96,74,71,75,41,43,38,49,98,98,90,49,76,41,62,94,80,25,21,31,36,46,51,51,48,69,58,62,21,38,54,42,44,42,29,28,21,100,100,100,96,81,46,92,90,75,71,73,41,35,31,40,96,98,92,42,73,35,48,92,77,25,21,31,36,46,51,51,48,69,58,62,21,38,54,42,42,35,29,21,21,100,98,100,98,81,Czech League
Baník Ostrava,dfvvrv84skv23rsn1k6kt4slc,nqq723jxgno3vkxe8gv6zbbo,J. Míček,Jirí Mícek,19,Defender,Czechia,Defender,82.0,0.0,84.0,17.0,166.0,15.0,0.0,1.0,5.0,3.0,4.0,5.0,40.0,23.0,6.0,608.0,6.0,14.0,2.0,8.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,76.85,39.53,0.0,50.0,80.0,63.49,55.56,72.73,0.4230401570633379,0.0829444119630489,1.0,2.0,0.0651806799999999,1.0,25.0,29.0,0.49358454,103.0,12.138157894736842,0.0,12.43421052631579,2.5164473684210527,24.57236842105263,2.2203947368421053,0.0,0.1480263157894736,0.7401315789473685,0.4440789473684211,0.5921052631578947,0.7401315789473685,5.921052631578948,3.4046052631578947,0.8881578947368421,0.8881578947368421,2.0723684210526314,0.2960526315789473,1.1842105263157894,0.2960526315789473,0.5921052631578947,0.0,0.1480263157894736,0.1480263157894736,0.0,0.0,76.85,39.53,0.0,50.0,80.0,63.49,55.56,72.73,0.0626210758810862,0.0122779557182144,0.1480263157894736,0.2960526315789473,0.0096484559210526,0.1480263157894736,3.700657894736842,4.292763157894737,0.0730635009868421,15.24671052631579,LB/LCB,55,10,75,88,60,95,38,15,85,85,32,40,82,80,72,50,90,55,75,65,100,22,85,100,52,52,40,55,10,78,100,85,45,55,75,15,57,22,30,28,85,90,40,78,55,10,40,70,45,95,38,15,70,70,15,20,90,70,55,35,95,45,55,65,100,22,80,100,52,52,40,55,10,78,100,85,45,55,55,15,50,25,25,25,75,85,20,65,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,1j9ty6ncoes22t954ygd6mpsk,D. Ludvíček,David Ludvícek,25,Defender,Czechia,Defender,37.0,3.0,78.0,6.0,112.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,7.0,5.0,3.0,327.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.43,31.58,33.33,0.0,33.33,36.84,0.0,50.0,0.1866412987162537,0.1766871353550698,1.0,12.0,0.2769049899999999,7.0,8.0,11.0,0.3636747599999998,49.0,10.18348623853211,0.8256880733944955,21.467889908256883,1.651376146788991,30.82568807339449,0.0,0.0,0.8256880733944955,0.8256880733944955,0.5504587155963303,0.0,0.0,1.926605504587156,1.3761467889908257,0.8256880733944955,0.5504587155963303,0.2752293577981651,0.0,0.8256880733944955,0.2752293577981651,0.2752293577981651,0.2752293577981651,0.0,0.0,0.0,0.0,79.43,31.58,33.33,0.0,33.33,36.84,0.0,50.0,0.05136916478429,0.0486294867949733,0.2752293577981651,3.302752293577982,0.0762123825688073,1.926605504587156,2.201834862385321,3.027522935779817,0.1000939706422017,13.486238532110091,RB/RCB,15,65,62,12,31,8,46,58,58,62,12,12,8,8,27,27,12,12,15,62,73,77,46,50,54,54,77,8,77,12,85,8,8,19,38,38,73,100,100,92,19,15,23,23,23,85,92,31,62,8,46,69,62,77,12,12,8,8,46,23,8,12,8,69,85,92,46,50,54,54,77,8,77,12,85,8,8,19,54,69,77,100,100,100,15,15,15,38,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,2bf28lr218vw4pxri6ovksa5m,M. Valenta,Matej Valenta,26,Midfielder,Czechia,Midfielder,46.0,1.0,68.0,3.0,113.0,4.0,0.0,5.0,0.0,0.0,5.0,5.0,16.0,4.0,3.0,237.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,25.0,100.0,80.0,0.0,59.26,0.0,71.43,0.0,0.3029320303493539,0.0,7.0,0.21470513,2.0,14.0,11.0,0.22551357,58.0,17.468354430379748,0.379746835443038,25.82278481012658,1.139240506329114,42.91139240506329,1.518987341772152,0.0,1.89873417721519,0.0,0.0,1.89873417721519,1.89873417721519,6.075949367088608,1.518987341772152,1.139240506329114,1.89873417721519,0.759493670886076,1.518987341772152,1.89873417721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,25.0,100.0,80.0,0.0,59.26,0.0,71.43,0.0,0.1150374798795014,0.0,2.6582278481012658,0.081533593670886,0.759493670886076,5.316455696202532,4.177215189873418,0.085638064556962,22.025316455696203,CM/AM,55,25,51,30,50,69,25,40,2,5,25,25,39,62,65,16,15,56,71,7,11,10,24,50,50,49,76,17,100,93,11,88,10,67,2,29,7,44,52,32,69,42,17,62,92,33,92,50,96,88,25,75,2,5,50,48,81,85,92,40,23,81,98,7,11,10,24,50,50,49,76,17,100,93,11,88,10,67,2,46,7,79,77,52,96,79,38,96,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,2enfunw56fyi0fdnjr9qv7696,J. Uhrinčať,Jakub Uhrincat,25,Defender,Slovakia,Defender,155.0,1.0,132.0,18.0,286.0,12.0,0.0,5.0,3.0,0.0,4.0,4.0,35.0,32.0,10.0,665.0,4.0,2.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.11,40.0,20.0,50.0,0.0,71.43,80.0,68.42,0.1872640360757426,0.2633146403271764,2.0,4.0,0.08565174,2.0,38.0,39.0,0.7157254200000002,177.0,20.977443609022554,0.1353383458646616,17.864661654135336,2.43609022556391,38.70676691729323,1.6240601503759398,0.0,0.6766917293233082,0.4060150375939849,0.0,0.5413533834586466,0.5413533834586466,4.7368421052631575,4.330827067669173,1.3533834586466165,0.5413533834586466,0.2706766917293233,0.2706766917293233,1.7593984962406015,0.4060150375939849,0.0,0.0,0.0,0.0,0.0,0.0,80.11,40.0,20.0,50.0,0.0,71.43,80.0,68.42,0.0253440048824313,0.0356365678638283,0.2706766917293233,0.5413533834586466,0.01159196481203,0.2706766917293233,5.142857142857142,5.2781954887218046,0.0968650944360902,23.954887218045112,CB,58,68,90,66,69,61,41,95,51,11,75,73,69,54,82,41,14,71,97,96,21,31,36,46,51,51,31,23,61,56,21,96,95,67,40,67,92,60,60,69,98,92,79,69,33,65,83,44,54,42,41,77,35,11,67,65,47,31,71,23,8,65,92,92,21,31,36,46,51,51,31,23,61,56,21,96,95,67,25,56,83,54,52,62,90,88,58,58,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,3bh2udfj5run303fagtx1s8vd,D. Horák,Daniel Horák,26,Defender,Czechia,Defender,80.0,7.0,105.0,9.0,178.0,4.0,2.0,9.0,8.0,4.0,5.0,5.0,20.0,13.0,5.0,594.0,12.0,6.0,3.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,81.28,64.29,25.0,60.0,12.5,47.62,30.77,57.14,0.759544176959158,0.8401923624129343,3.0,10.0,0.2406201,8.0,17.0,20.0,1.1120284500000002,81.0,12.12121212121212,1.0606060606060606,15.90909090909091,1.3636363636363638,26.96969696969697,0.6060606060606061,0.303030303030303,1.3636363636363638,1.2121212121212122,0.6060606060606061,0.7575757575757576,0.7575757575757576,3.0303030303030303,1.9696969696969693,0.7575757575757576,1.8181818181818183,0.9090909090909092,0.4545454545454546,0.6060606060606061,0.6060606060606061,0.1515151515151515,0.303030303030303,0.0,0.0,0.0,0.0,81.28,64.29,25.0,60.0,12.5,47.62,30.77,57.14,0.1150824510544178,0.1273018730928688,0.4545454545454546,1.5151515151515151,0.0364575909090909,1.2121212121212122,2.575757575757576,3.0303030303030303,0.1684891590909091,12.272727272727272,LM/LCM,80,70,80,80,80,50,80,60,40,50,40,40,40,80,60,60,50,60,60,60,30,50,40,60,60,60,100,100,40,80,20,40,40,50,60,60,40,80,60,70,100,100,80,80,80,40,80,80,80,40,80,40,20,40,20,20,20,60,60,40,40,40,20,40,20,60,40,60,60,60,100,100,40,80,20,40,40,50,40,40,40,60,40,60,80,80,40,60,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,4wbrkcm2bxeps49cjf747or2s,T. Slončík,Tom Sloncík,21,Midfielder,Czechia,Midfielder,64.0,0.0,80.0,5.0,144.0,5.0,0.0,1.0,15.0,11.0,20.0,21.0,41.0,4.0,4.0,576.0,24.0,12.0,10.0,9.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,80.9,45.45,0.0,50.0,40.0,42.71,29.41,64.29,1.320391625416294,0.0663120830846046,5.0,15.0,0.3610753,9.0,10.0,14.0,0.3247711000000001,53.0,10.0,0.0,12.5,0.78125,22.5,0.78125,0.0,0.15625,2.34375,1.71875,3.125,3.28125,6.40625,0.625,0.625,3.75,1.875,1.5625,1.40625,0.625,0.9375,0.46875,0.46875,0.0,0.0,0.0,80.9,45.45,0.0,50.0,40.0,42.71,29.41,64.29,0.2063111914712959,0.0103612629819694,0.78125,2.34375,0.056418015625,1.40625,1.5625,2.1875,0.050745484375,8.28125,CM/AM,81,10,62,52,71,81,25,6,96,100,96,96,97,62,78,94,83,94,95,61,92,66,92,50,50,49,56,50,10,51,70,29,42,44,92,8,80,90,90,96,50,53,33,56,58,10,27,33,42,67,25,4,76,90,79,77,90,42,52,79,68,83,85,42,83,48,92,50,50,49,56,50,10,51,70,29,42,44,77,6,73,75,71,83,29,33,12,31,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,5ir834cntiq4qhlw8dqi6rowl,V. Darida,Vladimír Darida,36,Midfielder,Czechia,Midfielder,134.0,11.0,249.0,35.0,372.0,6.0,0.0,15.0,18.0,6.0,7.0,7.0,51.0,4.0,6.0,706.0,20.0,14.0,6.0,11.0,12.0,5.0,7.0,1.0,0.0,0.0,0.0,81.94,60.34,26.19,85.71,27.78,61.45,46.15,44.0,1.2190807361173073,1.573441944457545,10.0,14.0,0.28858934,9.0,56.0,67.0,2.1962181499999995,210.0,17.08215297450425,1.4022662889518414,31.74220963172805,4.4617563739376775,47.422096317280456,0.764872521246459,0.0,1.912181303116148,2.294617563739377,0.764872521246459,0.8923512747875354,0.8923512747875354,6.501416430594901,0.509915014164306,0.764872521246459,2.54957507082153,1.7847025495750708,0.764872521246459,1.4022662889518414,1.529745042492918,0.6373937677053825,0.8923512747875354,0.1274787535410765,0.0,0.0,0.0,81.94,60.34,26.19,85.71,27.78,61.45,46.15,44.0,0.1554068927061723,0.2005804178486955,1.274787535410765,1.7847025495750708,0.0367890093484419,1.1473087818696883,7.138810198300283,8.541076487252125,0.2799711522662889,26.770538243626063,DM/CM,79,95,98,100,91,76,36,97,100,91,77,77,100,29,61,94,95,94,95,100,95,100,85,48,52,52,45,88,79,88,58,79,45,27,94,97,100,89,82,95,97,100,100,91,64,94,94,97,85,48,36,94,91,82,61,61,91,6,36,91,79,76,64,91,88,91,79,48,52,52,45,88,79,88,58,79,45,27,79,97,91,67,58,88,94,100,100,85,Czech League
Hradec Králové,1v75g4bk8vzrvu0jmaro6lila,5noo2dp9txb8r6yz77s6pt34k,A. Umar,Abdullahi Umar,19,Attacker,Nigeria,Striker,15.0,0.0,23.0,0.0,38.0,5.0,0.0,0.0,3.0,2.0,9.0,10.0,14.0,1.0,0.0,203.0,13.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,69.09,0.0,0.0,22.22,33.33,32.56,41.67,100.0,0.3032337000609794,0.0,2.0,2.0,0.0535479299999999,1.0,1.0,1.0,0.0346949099999999,12.0,6.650246305418719,0.0,10.19704433497537,0.0,16.84729064039409,2.2167487684729066,0.0,0.0,1.3300492610837438,0.8866995073891626,3.990147783251232,4.433497536945813,6.206896551724138,0.4433497536945813,0.0,5.763546798029557,1.3300492610837438,0.8866995073891626,1.7733990147783252,0.4433497536945813,0.4433497536945813,0.0,0.0,0.0,0.0,0.0,69.09,0.0,0.0,22.22,33.33,32.56,41.67,100.0,0.1344385862339317,0.0,0.8866995073891626,0.8866995073891626,0.0237404615763546,0.4433497536945813,0.4433497536945813,0.4433497536945813,0.0153819798029556,5.320197044334975,ST,52,26,23,15,28,48,34,4,4,6,70,72,20,11,21,23,12,35,82,32,15,13,15,51,51,49,44,15,26,22,46,24,48,95,7,4,48,32,29,40,16,12,7,28,88,26,68,15,78,71,34,4,10,15,95,95,78,15,21,78,54,63,100,54,24,13,15,51,51,49,44,15,26,22,46,24,48,95,12,4,73,54,44,54,32,17,15,66,Czech League
