Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total big chances saved_Total,total assists_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total big chances saved_p90,total assists_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total big chances saved_p90PR,total assists_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Lugano,btqfm8txcvhi29sddmc9nr68,3aig469vj8ocy5ohrcnyov9m2,A. Kendouci,Ahmed Kendouci,27,Midfielder,Algeria,Midfielder,29.0,0.0,35.0,6.0,64.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,179.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,90.14,75.0,0.0,33.33,0.0,30.77,0.0,100.0,0.2602003080124361,0.1204420808454153,0.0,6.0,0.11861366,1.0,7.0,4.0,0.17536253,37.0,14.58100558659218,0.0,17.59776536312849,3.016759776536313,32.17877094972067,0.0,1.005586592178771,1.005586592178771,1.005586592178771,0.0,0.5027932960893855,1.5083798882681565,2.011173184357542,2.011173184357542,0.5027932960893855,0.0,1.005586592178771,0.0,1.5083798882681565,0.5027932960893855,0.5027932960893855,1.005586592178771,0.0,1.005586592178771,0.0,0.0,90.14,75.0,0.0,33.33,0.0,30.77,0.0,100.0,0.130826970509046,0.0605574708161305,0.0,3.016759776536313,0.0596381530726256,0.5027932960893855,3.519553072625698,2.011173184357542,0.0881711044692737,18.60335195530726,DM/CM,17,35,21,42,21,6,38,33,75,17,67,58,65,4,8,44,19,31,48,10,40,29,52,92,52,50,88,83,35,33,31,4,8,94,67,33,23,65,46,33,25,17,25,25,46,35,50,67,50,6,62,62,96,17,96,75,79,4,8,44,42,31,75,21,58,42,52,96,52,50,88,83,35,33,31,4,8,94,92,50,23,88,75,42,54,21,46,58,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,3g68xop0q3soh8uf8xew8wn2t,E. Alioski,Ezgjan Alioski,34,Defender,North Macedonia,Defender,39.0,3.0,52.0,7.0,88.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,2.0,0.0,0.0,179.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,88.0,70.0,17.65,0.0,0.0,60.87,0.0,57.14,0.1141926019021391,0.3256059871417855,0.0,1.0,0.01870347,2.0,9.0,11.0,0.44113625,31.0,19.60893854748604,1.5083798882681565,26.14525139664804,3.519553072625698,44.24581005586592,1.005586592178771,2.5139664804469275,0.5027932960893855,0.5027932960893855,0.0,0.5027932960893855,0.5027932960893855,0.5027932960893855,7.039106145251396,1.005586592178771,0.0,0.0,0.0,2.011173184357542,2.5139664804469275,0.0,2.011173184357542,0.0,0.0,0.0,0.0,88.0,70.0,17.65,0.0,0.0,60.87,0.0,57.14,0.0574152746993995,0.1637125075014564,0.0,0.5027932960893855,0.0094039793296089,1.005586592178771,4.5251396648044695,5.5307262569832405,0.2218003491620111,15.58659217877095,LB/LCB,38,65,45,50,30,28,72,32,57,22,78,28,28,50,12,45,8,35,72,90,22,72,50,45,50,50,85,100,55,22,35,65,8,48,45,65,32,22,20,62,72,55,50,40,75,80,95,90,85,40,90,55,75,22,85,35,30,95,15,45,8,35,90,100,22,95,50,45,50,50,85,100,55,22,35,65,8,48,65,80,32,35,25,80,100,100,75,60,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,Elias Pihlström,20,Attacker,Sweden,Striker,15.0,0.0,41.0,2.0,56.0,1.0,2.0,10.0,5.0,5.0,3.0,9.0,9.0,14.0,2.0,1.0,1.0,230.0,4.0,11.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,83.58,40.0,0.0,55.56,40.0,40.0,10.0,60.0,0.8038439488808107,0.1483739522290904,7.0,6.0,0.2769397799999999,4.0,4.0,4.0,0.0995239299999999,21.0,5.869565217391305,0.0,16.043478260869566,0.782608695652174,21.91304347826087,0.391304347826087,0.782608695652174,3.91304347826087,1.956521739130435,1.956521739130435,1.173913043478261,3.5217391304347827,3.5217391304347827,5.478260869565218,0.782608695652174,0.391304347826087,0.391304347826087,1.565217391304348,4.304347826086957,1.173913043478261,1.956521739130435,1.173913043478261,0.0,0.0,0.0,0.0,83.58,40.0,0.0,55.56,40.0,40.0,10.0,60.0,0.314547632170752,0.0580593726113832,2.739130434782609,2.347826086956522,0.1083677399999999,1.565217391304348,1.565217391304348,1.565217391304348,0.038944146521739,8.217391304347826,LW,100,50,100,100,100,50,50,100,75,100,62,75,75,100,88,75,88,100,38,75,100,100,62,50,62,62,75,75,50,100,75,50,25,75,100,50,100,75,100,75,100,75,25,100,75,50,75,100,75,25,25,75,25,100,50,50,50,50,75,50,75,75,25,50,50,100,62,50,62,62,75,75,50,100,75,50,25,75,25,25,100,50,50,75,100,50,25,50,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,5sbj1q3tlng1yb73hu3np0lm2,J. Bichsel,Joel Bichsel,24,Defender,Switzerland,Defender,77.0,0.0,36.0,4.0,113.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,18.0,12.0,0.0,5.0,225.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,90.4,50.0,0.0,100.0,100.0,64.29,71.43,60.0,0.1645076766173022,0.0,0.0,3.0,0.05864487,0.0,5.0,4.0,0.1129027799999999,45.0,30.8,0.0,14.4,1.6,45.2,4.0,0.0,0.4,0.4,0.0,0.0,0.8,0.8,7.2,4.8,0.0,2.0,0.4,0.4,0.4,0.8,1.2,0.0,0.0,0.0,0.0,90.4,50.0,0.0,100.0,100.0,64.29,71.43,60.0,0.0658030706469208,0.0,0.0,1.2,0.023457948,0.0,2.0,1.6,0.0451611119999999,18.0,LB/LCB,70,20,25,32,55,90,20,32,57,22,35,45,42,68,52,45,80,78,18,22,78,50,50,45,50,50,95,80,20,98,98,80,88,60,75,22,32,62,55,18,38,20,20,45,90,20,35,45,90,100,20,40,70,22,35,55,55,100,70,45,95,80,25,25,85,68,50,45,50,50,95,80,20,98,98,80,88,60,80,22,32,65,65,18,40,20,20,75,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,7424gvk9hiq5up61dj181y66t,K. Behrens,Kevin Behrens,35,Attacker,Germany,Striker,12.0,0.0,17.0,1.0,29.0,6.0,3.0,5.0,5.0,0.0,0.0,3.0,3.0,8.0,2.0,2.0,0.0,135.0,3.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,80.56,100.0,0.0,66.67,60.0,44.44,46.15,0.0,0.7660646261450665,0.2617859750189652,0.0,0.0,0.0,0.0,2.0,3.0,0.0868785199999999,7.0,8.0,0.0,11.333333333333334,0.6666666666666666,19.33333333333333,4.0,2.0,3.333333333333333,3.333333333333333,0.0,0.0,2.0,2.0,5.333333333333333,1.3333333333333333,1.3333333333333333,0.0,2.0,6.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,80.56,100.0,0.0,66.67,60.0,44.44,46.15,0.0,0.5107097507633777,0.1745239833459768,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0579190133333332,4.666666666666667,ST,62,34,35,53,40,63,40,40,50,18,10,31,31,24,59,81,28,65,22,9,49,15,51,68,50,50,85,90,34,87,88,65,76,15,53,47,12,9,9,19,51,50,41,28,97,34,74,76,85,85,62,59,76,18,10,47,47,50,88,97,28,91,53,9,71,15,51,85,50,50,85,90,34,87,88,65,76,15,88,74,12,9,9,19,76,76,56,56,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,7agtkarul2qlsc20avvj45w8a,M. Zanotti,Mattia Zanotti,23,Defender,Italy,Defender,46.0,4.0,47.0,2.0,89.0,0.0,3.0,5.0,4.0,1.0,0.0,6.0,7.0,19.0,2.0,0.0,1.0,275.0,4.0,9.0,5.0,5.0,7.0,0.0,1.0,0.0,0.0,84.76,40.0,26.67,83.33,80.0,63.33,0.0,77.78,0.5124184600266183,0.3183966523068887,1.0,17.0,0.47033874,7.0,2.0,0.0,0.85760173,29.0,15.054545454545456,1.309090909090909,15.381818181818184,0.6545454545454545,29.12727272727273,0.0,0.981818181818182,1.6363636363636365,1.309090909090909,0.3272727272727272,0.0,1.963636363636364,2.290909090909091,6.218181818181819,0.6545454545454545,0.0,0.3272727272727272,1.309090909090909,2.9454545454545458,1.6363636363636365,1.6363636363636365,2.290909090909091,0.0,0.3272727272727272,0.0,0.0,84.76,40.0,26.67,83.33,80.0,63.33,0.0,77.78,0.1677005869178023,0.1042025407549817,0.3272727272727272,5.563636363636364,0.1539290421818182,2.290909090909091,0.6545454545454545,0.0,0.2806696570909091,9.490909090909092,RB/RCB,48,82,45,18,50,15,52,88,88,72,32,75,78,68,10,45,10,95,70,80,80,82,45,82,52,50,80,62,80,95,85,80,15,80,90,60,78,100,100,98,35,15,85,35,55,85,55,15,50,15,65,95,95,78,32,85,85,80,10,45,8,100,90,80,90,75,45,85,52,50,80,62,80,95,85,80,15,80,90,75,82,100,100,100,30,15,90,25,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,7nhwb0zvfhrypfwengom8bbvt,U. Bislimi,Uran Bislimi,26,Midfielder,Switzerland,Midfielder,90.0,2.0,139.0,11.0,227.0,1.0,4.0,4.0,1.0,3.0,0.0,4.0,5.0,16.0,2.0,0.0,3.0,295.0,0.0,5.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,89.37,61.11,40.0,0.0,0.0,61.54,0.0,83.33,0.3033170061686503,0.3224453091183284,1.0,18.0,0.46607679,4.0,26.0,26.0,0.6799135300000002,135.0,27.45762711864407,0.6101694915254238,42.40677966101695,3.3559322033898304,69.2542372881356,0.3050847457627119,1.2203389830508475,1.2203389830508475,0.3050847457627119,0.9152542372881356,0.0,1.2203389830508475,1.5254237288135597,4.88135593220339,0.6101694915254238,0.0,0.9152542372881356,0.0,1.5254237288135597,2.745762711864407,0.0,1.5254237288135597,0.0,0.0,0.0,0.0,89.37,61.11,40.0,0.0,0.0,61.54,0.0,83.33,0.0925373917124696,0.0983731451547442,0.3050847457627119,5.491525423728814,0.1421929189830508,1.2203389830508475,7.932203389830509,7.932203389830509,0.207431246440678,41.1864406779661,DM/CM,83,92,92,67,88,21,71,81,42,94,25,71,71,60,17,44,35,31,77,90,15,77,52,31,52,50,79,71,83,15,31,79,8,75,83,79,58,96,100,75,92,88,88,96,83,92,96,75,96,17,71,75,42,96,25,62,67,62,17,44,38,31,79,88,15,79,52,31,52,50,79,71,83,15,31,79,8,75,71,79,58,96,100,75,92,88,88,100,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,8zl9wv46y5bchktqcwth3z3ai,A. Papadopoulos,Antonios Papadopoulos,26,Defender,Germany,Defender,106.0,1.0,52.0,9.0,157.0,8.0,1.0,5.0,3.0,2.0,1.0,5.0,5.0,24.0,11.0,1.0,7.0,360.0,2.0,5.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,88.7,47.37,33.33,60.0,40.0,53.33,53.33,60.0,0.3561344970191546,0.1336361174418828,2.0,2.0,0.04813761,3.0,9.0,10.0,0.24764241,60.0,26.5,0.25,13.0,2.25,39.25,2.0,0.25,1.25,0.75,0.5,0.25,1.25,1.25,6.0,2.75,0.25,1.75,0.5,1.25,0.75,0.75,1.5,0.25,0.0,0.0,0.0,88.7,47.37,33.33,60.0,40.0,53.33,53.33,60.0,0.0890336242547886,0.0334090293604707,0.5,0.5,0.0120344025,0.75,2.25,2.5,0.0619106025,15.0,CB,63,90,53,50,63,55,65,93,85,98,90,98,98,73,25,92,85,93,75,52,90,83,88,45,52,52,73,53,93,70,78,32,30,53,80,80,97,67,70,93,60,57,57,50,47,88,40,30,40,35,65,100,82,100,88,97,93,57,12,90,67,93,77,38,90,67,90,45,52,52,73,53,93,70,78,32,30,53,80,80,97,67,67,97,47,60,53,37,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,91g10pv6w3bd0rw6p4t3hcui2,Y. Cimignani,Yanis Cimignani,24,Midfielder,France,Midfielder,39.0,2.0,73.0,11.0,110.0,2.0,5.0,6.0,4.0,2.0,3.0,8.0,8.0,9.0,5.0,2.0,2.0,295.0,2.0,11.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,84.62,64.71,22.22,0.0,33.33,37.5,66.67,60.0,1.0288617671053788,0.5524581405909043,3.0,18.0,0.4063203199999999,6.0,16.0,20.0,0.7272577199999999,59.0,11.898305084745765,0.6101694915254238,22.271186440677965,3.3559322033898304,33.559322033898304,0.6101694915254238,1.5254237288135597,1.8305084745762712,1.2203389830508475,0.6101694915254238,0.9152542372881356,2.440677966101695,2.440677966101695,2.745762711864407,1.5254237288135597,0.6101694915254238,0.6101694915254238,0.6101694915254238,3.3559322033898304,0.6101694915254238,0.0,0.9152542372881356,0.0,0.0,0.0,0.0,84.62,64.71,22.22,0.0,33.33,37.5,66.67,60.0,0.3138900306423189,0.1685465513667165,0.9152542372881356,5.491525423728814,0.1239621315254237,1.8305084745762712,4.88135593220339,6.101694915254238,0.2218752366101694,18.0,CM/AM,58,44,50,87,50,48,37,44,52,38,85,63,62,13,75,79,52,38,58,25,12,52,52,33,52,52,69,77,38,12,37,25,85,40,77,42,65,96,88,81,81,85,73,67,69,46,65,100,77,50,38,46,62,42,88,65,54,23,81,92,58,38,50,27,12,58,52,33,52,52,69,77,38,12,37,25,85,40,85,46,77,100,96,88,88,92,73,81,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,bmm78ziormtva1c4tjznkom50,Daniel Dos Santos,Daniel Dos Santos Correia,23,Midfielder,Switzerland,Midfielder,28.0,0.0,27.0,2.0,55.0,1.0,2.0,2.0,0.0,2.0,0.0,5.0,5.0,11.0,0.0,1.0,0.0,184.0,2.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,79.71,66.67,0.0,40.0,100.0,57.89,50.0,100.0,0.1054298339654154,0.1110901893605147,2.0,4.0,0.09275531,1.0,2.0,4.0,0.0502828799999999,18.0,13.695652173913045,0.0,13.206521739130435,0.9782608695652176,26.90217391304348,0.4891304347826087,0.9782608695652176,0.9782608695652176,0.0,0.9782608695652176,0.0,2.4456521739130435,2.4456521739130435,5.380434782608696,0.0,0.4891304347826087,0.0,0.9782608695652176,1.956521739130435,0.9782608695652176,0.9782608695652176,2.9347826086956523,0.0,0.0,0.0,0.0,79.71,66.67,0.0,40.0,100.0,57.89,50.0,100.0,0.0515689405265618,0.0543375926219908,0.9782608695652176,1.956521739130435,0.0453694451086956,0.4891304347826087,0.9782608695652176,1.956521739130435,0.0245948869565216,8.804347826086957,CM/AM,38,13,4,12,13,31,8,15,12,38,13,37,35,25,10,46,13,38,15,25,37,90,52,33,52,52,52,81,13,38,100,85,71,92,15,12,48,37,35,15,17,13,12,17,77,13,23,27,50,42,15,23,12,73,13,69,58,65,10,81,13,62,31,42,50,100,52,33,52,52,52,81,13,38,100,85,71,92,19,19,85,54,50,19,19,19,12,23,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,e659q6lc7hc6df14k7rxh6hud,R. Steffen,Renato Steffen,34,Attacker,Switzerland,Striker,37.0,7.0,55.0,3.0,85.0,1.0,10.0,5.0,5.0,0.0,0.0,1.0,2.0,11.0,1.0,1.0,1.0,229.0,2.0,15.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,80.95,60.0,35.0,100.0,40.0,52.38,25.0,50.0,0.8811326427612765,0.9571432946624144,1.0,7.0,0.23818434,5.0,9.0,15.0,0.981306,37.0,14.541484716157209,2.7510917030567685,21.61572052401747,1.1790393013100438,33.4061135371179,0.3930131004366812,3.930131004366813,1.9650655021834065,1.9650655021834065,0.0,0.0,0.3930131004366812,0.7860262008733625,4.323144104803494,0.3930131004366812,0.3930131004366812,0.3930131004366812,0.7860262008733625,5.895196506550219,2.7510917030567685,0.3930131004366812,0.3930131004366812,0.0,0.3930131004366812,0.0,0.0,80.95,60.0,35.0,100.0,40.0,52.38,25.0,50.0,0.3462966718275759,0.3761698537974555,0.3930131004366812,2.7510917030567685,0.0936095659388646,1.9650655021834065,3.537117903930131,5.895196506550219,0.3856661135371179,14.541484716157209,CM/AM,54,81,31,29,31,31,75,27,65,13,13,17,25,25,31,46,35,38,73,71,27,10,52,79,52,52,58,69,62,94,60,69,35,25,73,69,25,54,58,69,44,60,81,38,85,92,58,38,73,35,96,58,73,13,13,23,31,50,38,65,42,54,96,96,31,19,52,96,52,52,58,69,62,94,60,69,35,25,100,96,35,81,81,96,69,85,100,65,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,ek3kqsm0h95azznyqctgadej9,A. Grgic,Anto Grgic,29,Midfielder,Switzerland,Midfielder,100.0,7.0,129.0,25.0,222.0,3.0,11.0,3.0,0.0,3.0,0.0,1.0,1.0,13.0,7.0,0.0,9.0,351.0,1.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,88.45,75.76,53.85,100.0,33.33,54.17,75.0,50.0,0.1405390194052599,1.2948338268164414,1.0,5.0,0.12747102,4.0,22.0,24.0,1.01203933,119.0,25.64102564102564,1.794871794871795,33.07692307692308,6.410256410256411,56.92307692307693,0.7692307692307693,2.8205128205128207,0.7692307692307693,0.0,0.7692307692307693,0.0,0.2564102564102564,0.2564102564102564,3.333333333333333,1.794871794871795,0.0,2.307692307692308,0.2564102564102564,0.5128205128205129,0.2564102564102564,0.2564102564102564,1.0256410256410258,0.0,1.0256410256410258,0.0,0.0,88.45,75.76,53.85,100.0,33.33,54.17,75.0,50.0,0.0360356460013486,0.3320086735426773,0.2564102564102564,1.2820512820512822,0.0326848769230769,1.0256410256410258,5.641025641025641,6.153846153846154,0.2594972641025641,30.512820512820515,DM/CM,96,96,88,100,83,65,96,58,12,94,25,15,15,42,75,44,88,73,27,10,40,58,52,100,52,50,75,88,100,94,81,56,96,29,33,100,58,48,54,75,77,79,96,79,79,96,88,96,88,62,96,38,12,83,25,8,8,33,67,44,83,67,21,4,38,46,52,100,52,50,75,88,100,94,81,56,96,29,25,100,46,42,54,67,75,75,96,71,Swiss Super League
Lugano,btqfm8txcvhi29sddmc9nr68,ytuondt7viem6narft8s22ok,D. Moncada,Dereck Moncada,18,Attacker,Honduras,Striker,10.0,0.0,17.0,0.0,27.0,4.0,0.0,7.0,5.0,2.0,2.0,7.0,9.0,10.0,1.0,3.0,2.0,163.0,3.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,71.05,0.0,0.0,28.57,42.86,40.0,36.36,0.0,0.8453682598780294,0.0,2.0,2.0,0.04691444,1.0,3.0,4.0,0.07907328,9.0,5.521472392638037,0.0,9.386503067484664,0.0,14.9079754601227,2.208588957055215,0.0,3.8650306748466257,2.7607361963190185,1.1042944785276074,1.1042944785276074,3.8650306748466257,4.969325153374233,5.521472392638037,0.5521472392638037,1.656441717791411,1.1042944785276074,1.656441717791411,6.625766871165644,2.208588957055215,1.1042944785276074,0.0,0.0,0.0,0.0,0.0,71.05,0.0,0.0,28.57,42.86,40.0,36.36,0.0,0.4667677508528997,0.0,1.1042944785276074,1.1042944785276074,0.0259036785276073,0.5521472392638037,1.656441717791411,2.208588957055215,0.0436600932515337,4.969325153374233,ST,50,34,35,22,32,47,6,56,50,68,56,60,68,38,43,93,82,65,43,56,49,15,51,22,50,50,47,22,34,32,71,53,47,15,62,7,59,43,38,47,71,68,35,44,76,34,44,22,65,59,6,79,71,79,74,82,82,53,44,100,85,76,65,74,62,15,51,22,50,50,47,22,34,32,71,53,47,15,85,7,74,53,44,53,82,85,44,59,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,1rqera0cryw0iojnk59skbv2s,D. Mikołajewski,Daniel Mikolajewski,20,Attacker,Poland,Striker,11.0,0.0,26.0,1.0,37.0,2.0,6.0,10.0,7.0,3.0,3.0,8.0,10.0,12.0,0.0,1.0,1.0,261.0,2.0,18.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,74.0,100.0,0.0,37.5,20.0,36.36,33.33,75.0,0.8542745465766909,0.5986756445306233,5.0,6.0,0.18219232,1.0,4.0,6.0,0.3486654099999999,13.0,3.793103448275862,0.0,8.965517241379311,0.3448275862068966,12.758620689655173,0.6896551724137931,2.0689655172413794,3.4482758620689657,2.413793103448276,1.0344827586206895,1.0344827586206895,2.7586206896551726,3.4482758620689657,4.137931034482759,0.0,0.3448275862068966,0.3448275862068966,0.6896551724137931,6.206896551724138,1.0344827586206895,1.0344827586206895,1.0344827586206895,0.0,0.3448275862068966,0.0,0.0,74.0,100.0,0.0,37.5,20.0,36.36,33.33,75.0,0.2945774298540313,0.2064398774243528,1.7241379310344829,2.0689655172413794,0.0628249379310344,0.3448275862068966,1.3793103448275863,2.0689655172413794,0.1202294517241379,4.482758620689656,ST,54,34,62,53,59,19,79,75,69,78,75,71,75,49,15,54,68,47,71,44,66,76,51,68,50,50,60,90,34,53,25,37,38,59,65,88,93,82,82,47,85,79,76,57,53,34,38,50,47,15,68,71,53,74,68,62,68,21,15,50,71,44,59,32,59,74,51,71,50,50,60,90,34,53,25,37,38,59,50,82,94,82,79,38,79,79,76,50,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,2pg865obvy6mlhkc2qeg29e96,R. Fernandes,Ruben Fernandes,23,Defender,Switzerland,Defender,43.0,3.0,50.0,8.0,90.0,3.0,8.0,7.0,4.0,3.0,2.0,6.0,6.0,18.0,8.0,1.0,3.0,277.0,3.0,8.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,75.0,53.33,16.67,66.67,42.86,60.0,75.0,50.0,0.427805244327518,0.770223769736434,3.0,6.0,0.20248623,2.0,6.0,15.0,0.92261677,54.0,13.971119133574009,0.9747292418772564,16.24548736462094,2.5992779783393503,29.24187725631769,0.9747292418772564,2.5992779783393503,2.274368231046932,1.2996389891696751,0.9747292418772564,0.6498194945848376,1.9494584837545128,1.9494584837545128,5.8483754512635375,2.5992779783393503,0.3249097472924188,0.9747292418772564,0.9747292418772564,2.5992779783393503,1.624548736462094,1.2996389891696751,0.9747292418772564,0.0,0.0,0.0,0.0,75.0,53.33,16.67,66.67,42.86,60.0,75.0,50.0,0.1389980938248253,0.2502532103836789,0.9747292418772564,1.9494584837545128,0.0657897498194945,0.6498194945848376,1.9494584837545128,4.873646209386282,0.2997671815884476,17.545126353790614,LB/LCB,50,65,40,62,35,42,95,100,100,90,92,90,90,68,42,95,50,100,95,90,95,50,50,45,50,50,40,90,50,88,80,60,95,28,95,95,95,85,85,62,45,75,95,55,50,70,55,80,45,35,95,100,100,95,100,85,85,85,30,100,50,100,95,90,95,45,50,45,50,50,40,90,50,88,80,60,95,28,95,95,100,85,90,55,35,80,95,70,Swiss Super League
