Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total attempt_Total,total attempts ibox_Total,total duels won_Total,total effective clearance_Total,total mins played,total touches in opposition box_Total,total won tackle_Total,total accurate cross_Total,total assists_Total,total att assist_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total won contest_Total,total interception_Total,total big chances saved_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total attempt_p90,total attempts ibox_p90,total duels won_p90,total effective clearance_p90,total touches in opposition box_p90,total won tackle_p90,total accurate cross_p90,total assists_p90,total att assist_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total won contest_p90,total interception_p90,total big chances saved_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total touches in opposition box_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total duels won_p90PR,total effective clearance_p90PR,total touches in opposition box_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total assists_p90PR,total att assist_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total won contest_p90PR,total interception_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,7e2jffj0b5794c14m2jcla3o4,M. Todosijević,Mihailo Todosijević,18.0,Defender,Serbia,Defender,24.0,40.0,4.0,62.0,20.0,14.0,7.0,39.0,3.0,589.0,18.0,4.0,2.0,0.0,5.0,7.0,5.0,13.0,16.0,3.0,5.0,6.0,6.0,2.0,0.0,0.0,62.0,36.36,33.33,46.15,35.71,38.24,38.46,57.14,1.1688672700457383,0.3678296587728872,8.0,6.0,0.1798372,2.0,2.0,6.0,0.34938288,22.0,3.66723259762309,6.112054329371817,0.6112054329371817,9.473684210526317,3.0560271646859083,2.139219015280136,1.069609507640068,5.959252971137522,0.4584040747028862,2.7504244482173177,0.6112054329371817,0.3056027164685908,0.0,0.7640067911714771,1.069609507640068,0.7640067911714771,1.9864176570458405,2.444821731748726,0.4584040747028862,0.7640067911714771,0.9168081494057724,0.9168081494057724,0.3056027164685908,0.0,0.0,62.0,36.36,33.33,46.15,35.71,38.24,38.46,57.14,0.1786045064586018,0.0562048714593545,1.222410865874363,0.9168081494057724,0.0274793684210526,0.3056027164685908,0.3056027164685908,0.9168081494057724,0.0533861786078098,3.3616298811545,CB,5,26,9,12,81,100,100,83,2,100,51,80,47,85,99,100,98,98,100,100,70,98,20,48,51,2,37,91,51,65,5,20,37,100,86,100,62,77,59,12,15,28,14,2,9,5,2,84,98,98,86,2,98,35,79,47,77,95,100,95,95,100,98,63,95,9,48,51,2,37,91,51,65,5,20,37,98,74,100,60,74,58,9,12,23,9,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,amuy3aajjrtr1lgdeaazy45w5,N. Andrić,Nikola Andric,34.0,Defender,Serbia,Defender,165.0,63.0,21.0,228.0,18.0,4.0,4.0,36.0,56.0,810.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,13.0,0.0,0.0,80.28,44.68,0.0,0.0,25.0,52.94,51.43,58.33,0.53107909072238,0.056229147668649,0.0,0.0,0.0,1.0,16.0,19.0,0.4196667299999999,128.0,18.33333333333333,7.0,2.333333333333333,25.33333333333333,2.0,0.4444444444444444,0.4444444444444444,4.0,6.222222222222222,0.4444444444444444,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666666,0.0,1.4444444444444444,0.0,0.0,80.28,44.68,0.0,0.0,25.0,52.94,51.43,58.33,0.0590087878580422,0.0062476830742943,0.0,0.0,0.0,0.1111111111111111,1.7777777777777777,2.111111111111111,0.0466296366666666,14.22222222222222,RB/RCB,100,75,96,92,92,92,92,92,100,75,83,17,42,25,33,33,17,17,54,92,88,17,92,50,54,75,58,17,17,92,50,67,42,92,8,29,8,8,17,79,75,42,83,92,17,67,50,83,58,92,42,100,50,42,17,42,8,33,33,17,17,54,92,33,17,67,50,54,75,58,17,17,92,50,67,42,83,8,29,8,8,8,33,33,17,50,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,b268aocn5m2swiupslpdpwclx,N. Ćirković,Nikola Cirkovic,34.0,Midfielder,Serbia,Midfielder,190.0,47.0,13.0,237.0,17.0,2.0,2.0,35.0,57.0,810.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,5.0,2.0,8.0,0.0,0.0,80.34,28.89,0.0,66.67,100.0,66.04,58.62,72.73,0.243024034197727,0.0893365942699448,0.0,1.0,0.01685596,0.0,8.0,8.0,0.2868613699999999,158.0,21.11111111111111,5.222222222222222,1.4444444444444444,26.33333333333333,1.8888888888888888,0.2222222222222222,0.2222222222222222,3.888888888888889,6.333333333333333,0.2222222222222222,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.0,0.0,80.34,28.89,0.0,66.67,100.0,66.04,58.62,72.73,0.0270026704664141,0.009926288252216,0.0,0.1111111111111111,0.0018728844444444,0.0,0.8888888888888888,0.8888888888888888,0.0318734855555555,17.555555555555557,DM/CM,92,17,52,77,96,12,79,75,100,33,67,23,40,17,6,17,23,29,98,73,33,29,75,52,52,46,8,23,62,98,85,54,58,35,19,6,10,8,13,15,12,12,90,73,8,19,27,88,4,54,19,100,23,15,23,40,8,6,17,8,15,85,54,12,23,38,52,52,46,8,23,62,98,85,54,58,12,12,6,8,8,13,8,8,8,58,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,buc11s6kueqgbm7czxeoxyfx0,J. Ćirić,Jovan Ciric,19.0,Midfielder,Serbia,Midfielder,42.0,38.0,1.0,79.0,2.0,16.0,7.0,20.0,2.0,557.0,21.0,2.0,1.0,1.0,4.0,9.0,5.0,23.0,26.0,0.0,7.0,11.0,5.0,4.0,0.0,0.0,76.7,33.33,9.09,21.74,43.75,35.09,22.22,100.0,1.1502470017049329,0.4014897259986475,9.0,8.0,0.2086583,7.0,3.0,8.0,0.5938820699999999,32.0,6.786355475763016,6.140035906642729,0.1615798922800718,12.764811490125672,0.3231597845601436,2.585278276481149,1.131059245960503,3.2315978456014363,0.3231597845601436,3.393177737881508,0.3231597845601436,0.1615798922800718,0.1615798922800718,0.6463195691202872,1.4542190305206462,0.8078994614003591,3.716337522441652,4.201077199281867,0.0,1.131059245960503,1.77737881508079,0.8078994614003591,0.6463195691202872,0.0,0.0,76.7,33.33,9.09,21.74,43.75,35.09,22.22,100.0,0.1858567866309586,0.064872666678417,1.4542190305206462,1.2926391382405744,0.0337149856373429,1.131059245960503,0.4847396768402154,1.2926391382405744,0.095959400897666,5.170556552962298,CM/AM,54,7,4,20,38,79,75,52,48,86,23,34,66,11,88,77,91,100,18,89,70,79,64,52,46,29,7,25,18,68,14,25,95,75,18,91,30,32,79,4,14,43,18,29,4,4,4,25,71,68,18,39,68,14,29,64,7,71,79,96,96,18,89,57,71,54,52,46,29,7,25,18,68,14,25,95,64,18,86,18,18,75,4,7,36,7,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,demj0v7b3jqe4on3nsjsmb55h,M. Joksimović,Milan Joksimović,36.0,Defender,Serbia,Defender,136.0,74.0,22.0,208.0,10.0,0.0,0.0,13.0,41.0,669.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,77.32,37.29,40.0,100.0,0.0,35.14,52.63,50.0,0.0,0.3458858360201218,0.0,4.0,0.07296637,0.0,26.0,34.0,0.7985220099999997,132.0,18.295964125560538,9.955156950672643,2.9596412556053813,27.982062780269057,1.3452914798206277,0.0,0.0,1.748878923766816,5.5156950672645735,0.1345291479820627,0.1345291479820627,0.2690582959641255,0.0,0.4035874439461883,0.0,0.0,0.1345291479820627,0.1345291479820627,0.0,0.0,0.0,0.1345291479820627,0.6726457399103138,0.0,0.0,77.32,37.29,40.0,100.0,0.0,35.14,52.63,50.0,0.0,0.0465317268188504,0.0,0.5381165919282511,0.0098161035874439,0.0,3.497757847533632,4.573991031390134,0.1074244856502241,17.757847533632287,LB/LCB,86,50,86,79,71,7,14,7,100,11,7,36,39,25,14,21,11,7,43,25,7,25,32,50,54,57,50,93,96,25,7,36,21,7,36,14,25,21,7,86,93,57,86,86,29,64,57,50,7,14,7,100,7,7,36,39,29,14,21,14,7,43,25,7,29,14,50,54,57,50,93,96,25,7,36,21,7,29,14,21,14,7,79,86,57,86,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,dr7b9imftjmz7trrgr6oimz9,A. Varjačić,Aleksandar Varjačić,35.0,Midfielder,Serbia,Midfielder,78.0,85.0,10.0,139.0,8.0,5.0,3.0,37.0,23.0,763.0,7.0,6.0,24.0,4.0,16.0,2.0,1.0,10.0,12.0,0.0,2.0,14.0,4.0,7.0,0.0,0.0,64.06,26.32,33.33,40.0,40.0,56.06,42.11,54.55,0.3304757135604415,2.297809048807188,2.0,4.0,0.11848585,11.0,13.0,17.0,1.4767611300000008,87.0,9.200524246395808,10.026212319790302,1.1795543905635648,16.39580602883355,0.943643512450852,0.5897771952817824,0.3538663171690694,4.36435124508519,2.7129750982962,0.8256880733944955,0.7077326343381389,2.830930537352556,0.4718217562254259,1.887287024901704,0.2359108781127129,0.1179554390563564,1.1795543905635648,1.415465268676278,0.0,0.2359108781127129,1.651376146788991,0.4718217562254259,0.8256880733944955,0.0,0.0,64.06,26.32,33.33,40.0,40.0,56.06,42.11,54.55,0.0389814078904845,0.2710390752197207,0.2359108781127129,0.4718217562254259,0.0139760504587155,1.2975098296199217,1.5334207077326345,2.0052424639580604,0.1741920074705112,10.262123197903014,RM/RCM,80,60,90,60,100,60,60,100,100,40,80,100,100,100,40,70,60,60,50,60,100,80,80,60,60,20,20,100,60,100,100,80,20,60,100,30,50,60,100,60,60,80,100,60,60,60,40,60,40,60,80,100,20,40,100,100,100,20,60,40,40,50,60,80,60,40,60,60,20,20,100,60,100,100,80,20,20,100,20,40,40,80,40,40,60,60,Serbian SuperLeague
Mladost Lučani,16agx0zka9x8hdd5t3xyn1goq,dwpit61zllr4c95xddq2jaxud,D. Jovančić,Dusan Jovancic,35.0,Midfielder,Serbia,Midfielder,106.0,84.0,12.0,190.0,17.0,3.0,2.0,55.0,18.0,539.0,7.0,11.0,0.0,0.0,2.0,1.0,2.0,11.0,11.0,0.0,0.0,20.0,5.0,11.0,0.0,0.0,81.2,54.55,0.0,45.45,0.0,61.8,89.47,78.57,0.3125319198556036,0.1155471407633714,1.0,11.0,0.29577619,1.0,16.0,22.0,0.4751400299999998,83.0,17.699443413729128,14.025974025974026,2.0037105751391464,31.72541743970316,2.8385899814471243,0.5009276437847866,0.3339517625231911,9.183673469387754,3.00556586270872,1.1688311688311688,1.836734693877551,0.0,0.0,0.3339517625231911,0.1669758812615955,0.3339517625231911,1.836734693877551,1.836734693877551,0.0,0.0,3.339517625231911,0.8348794063079777,1.836734693877551,0.0,0.0,81.2,54.55,0.0,45.45,0.0,61.8,89.47,78.57,0.0521852927402677,0.0192935856562215,0.1669758812615955,1.836734693877551,0.0493874899814471,0.1669758812615955,2.6716141001855287,3.673469387755102,0.0793369252319109,13.85899814471243,DM/CM,62,54,40,58,96,31,79,98,88,88,88,23,40,38,15,83,92,92,38,17,100,71,98,52,52,56,54,23,35,17,73,100,73,54,31,19,85,92,31,44,58,46,42,62,46,38,54,100,15,77,100,88,85,85,23,40,27,12,85,77,77,38,17,100,65,92,52,52,56,54,23,35,17,73,100,73,50,27,15,73,88,27,38,42,35,27,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,1n1iqt63gkt8nly9lia2wbkt0,D. Sadi,Dominic Sadi,23.0,Attacker,England,Striker,40.0,108.0,5.0,136.0,4.0,20.0,12.0,33.0,6.0,707.0,28.0,4.0,12.0,1.0,18.0,8.0,5.0,15.0,15.0,1.0,7.0,11.0,10.0,2.0,0.0,0.0,76.84,45.45,24.0,66.67,35.0,53.23,23.53,50.0,1.9596910250482515,1.457917081419303,6.0,13.0,0.39954632,5.0,15.0,15.0,0.7362214499999999,63.0,5.091937765205092,13.74823196605375,0.6364922206506365,17.31258840169731,0.5091937765205092,2.545968882602546,1.5275813295615277,4.200848656294201,0.7637906647807639,3.5643564356435644,0.5091937765205092,1.5275813295615277,0.1272984441301273,2.2913719943422914,1.0183875530410185,0.6364922206506365,1.9094766619519088,1.9094766619519088,0.1272984441301273,0.8910891089108911,1.4002828854314004,1.272984441301273,0.2545968882602546,0.0,0.0,76.84,45.45,24.0,66.67,35.0,53.23,23.53,50.0,0.2494656184644167,0.1855905761354134,0.7637906647807639,1.654879773691655,0.0508616248939179,0.6364922206506365,1.9094766619519088,1.9094766619519088,0.0937198451202263,8.01980198019802,ST,78,97,84,91,24,85,74,70,73,77,59,100,78,100,93,77,85,82,47,86,77,93,55,50,51,86,49,65,89,65,84,19,24,78,100,72,81,84,73,92,88,84,92,59,86,57,76,14,54,49,22,49,38,38,95,70,95,73,62,57,51,35,59,41,81,49,50,51,86,49,65,89,65,84,19,24,59,95,54,59,59,51,86,73,78,81,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,3ov0p21d20ljqnun1ow7yfbis,P. Gadio,Papa Amady Gadio,24.0,Midfielder,Senegal,Midfielder,55.0,53.0,12.0,107.0,7.0,4.0,1.0,34.0,5.0,389.0,1.0,7.0,1.0,0.0,2.0,3.0,0.0,10.0,10.0,1.0,3.0,5.0,7.0,5.0,0.0,0.0,79.26,52.17,25.0,70.0,75.0,59.65,77.78,46.67,0.2634882968309098,0.3098272855283941,2.0,6.0,0.14925141,2.0,11.0,18.0,0.7356669699999999,62.0,12.724935732647817,12.262210796915168,2.7763496143958872,24.75578406169666,1.6195372750642674,0.9254498714652956,0.2313624678663239,7.866323907455014,1.1568123393316196,0.2313624678663239,1.6195372750642674,0.2313624678663239,0.0,0.4627249357326478,0.6940874035989718,0.0,2.31362467866324,2.31362467866324,0.2313624678663239,0.6940874035989718,1.1568123393316196,1.6195372750642674,1.1568123393316196,0.0,0.0,79.26,52.17,25.0,70.0,75.0,59.65,77.78,46.67,0.0609613026086937,0.0716824053921734,0.4627249357326478,1.3881748071979436,0.0345311745501285,0.4627249357326478,2.544987146529563,4.16452442159383,0.1702057257069408,14.344473007712082,DM/CM,23,27,40,15,71,48,44,67,31,19,48,52,40,38,52,17,85,85,85,87,33,87,48,52,52,38,46,50,75,92,65,85,8,42,62,42,46,46,42,29,38,77,21,31,27,69,23,85,65,62,96,31,27,73,58,40,46,65,17,96,96,92,88,27,96,69,52,52,38,46,50,75,92,65,85,8,62,65,50,50,65,62,35,62,92,35,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,463p3v1x5z6tjmnvuc9dg15hw,D. Agwom,Dauda Johnson Agwom,19.0,Attacker,Nigeria,Striker,17.0,63.0,4.0,79.0,4.0,13.0,7.0,34.0,5.0,494.0,18.0,8.0,1.0,1.0,9.0,6.0,6.0,23.0,24.0,0.0,3.0,5.0,15.0,2.0,0.0,0.0,65.83,36.36,10.0,65.22,23.08,43.04,21.05,80.0,0.888144587772135,0.9015903381246368,7.0,8.0,0.2205112,2.0,9.0,11.0,0.8888438,34.0,3.097165991902834,11.477732793522268,0.728744939271255,14.392712550607287,0.728744939271255,2.3684210526315788,1.2753036437246963,6.194331983805668,0.9109311740890688,3.279352226720648,1.45748987854251,0.1821862348178137,0.1821862348178137,1.639676113360324,1.0931174089068827,1.0931174089068827,4.190283400809717,4.372469635627531,0.0,0.5465587044534413,0.9109311740890688,2.7327935222672064,0.3643724696356275,0.0,0.0,65.83,36.36,10.0,65.22,23.08,43.04,21.05,80.0,0.1618077184200246,0.1642573490510472,1.2753036437246963,1.45748987854251,0.0401741052631578,0.3643724696356275,1.639676113360324,2.004048582995952,0.1619351052631578,6.194331983805668,RW,42,77,50,62,85,77,65,92,81,54,92,19,69,77,85,92,88,85,31,62,46,96,62,54,54,15,38,15,77,31,38,31,92,69,92,77,38,38,31,81,73,92,65,23,46,46,31,69,69,46,85,77,38,92,15,54,62,85,92,77,62,31,54,38,100,62,54,54,15,38,15,77,31,38,31,92,46,85,77,31,23,23,69,46,62,46,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,5o4455f3efcjarbo8wqsfdm95,T. Dadić,Tomislav Dadic,28.0,Defender,Croatia,Defender,103.0,77.0,21.0,176.0,3.0,3.0,3.0,28.0,19.0,565.0,7.0,8.0,4.0,0.0,5.0,0.0,2.0,6.0,7.0,0.0,0.0,13.0,2.0,5.0,0.0,0.0,77.88,40.38,19.05,33.33,0.0,58.33,0.0,72.73,0.2964357373241279,0.4999407893587722,1.0,10.0,0.18933381,3.0,14.0,22.0,0.89473525,79.0,16.4070796460177,12.265486725663717,3.345132743362832,28.035398230088497,0.4778761061946903,0.4778761061946903,0.4778761061946903,4.460176991150442,3.026548672566372,1.1150442477876106,1.2743362831858407,0.6371681415929203,0.0,0.7964601769911505,0.0,0.3185840707964602,0.9557522123893806,1.1150442477876106,0.0,0.0,2.070796460176992,0.3185840707964602,0.7964601769911505,0.0,0.0,77.88,40.38,19.05,33.33,0.0,58.33,0.0,72.73,0.0472198519631354,0.0796365859155566,0.1592920353982301,1.592920353982301,0.0301593679646017,0.4778761061946903,2.230088495575221,3.504424778761062,0.1425241991150442,12.584070796460177,LB/LCB,71,57,75,64,18,43,79,43,57,68,71,61,39,57,14,79,50,57,43,25,86,54,32,50,54,64,57,32,32,25,79,7,79,64,50,43,64,50,54,50,57,64,57,71,43,93,64,14,50,86,21,57,57,71,71,39,50,14,86,50,50,43,25,86,43,21,50,54,64,57,32,32,25,79,7,79,50,57,36,64,57,50,43,64,71,43,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,5v3sd56kh9pmvzk6wczhs9o4q,V. Kotzebue,Vieiri Kotzebue,24.0,Attacker,Netherlands,Striker,15.0,22.0,2.0,36.0,6.0,7.0,7.0,17.0,3.0,319.0,13.0,2.0,1.0,0.0,5.0,0.0,1.0,5.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,70.59,50.0,100.0,0.0,57.14,39.53,25.0,66.67,0.551411611986779,0.3824953686412663,2.0,5.0,0.1162249599999999,0.0,4.0,2.0,0.20917713,14.0,4.231974921630094,6.206896551724138,0.5642633228840126,10.156739811912226,1.6927899686520378,1.974921630094044,1.974921630094044,4.7962382445141065,0.8463949843260189,3.6677115987460818,0.5642633228840126,0.2821316614420063,0.0,1.4106583072100314,0.0,0.2821316614420063,1.4106583072100314,1.6927899686520378,0.2821316614420063,1.1285266457680252,2.2570532915360504,0.0,0.0,0.0,0.0,70.59,50.0,100.0,0.0,57.14,39.53,25.0,66.67,0.1555706742282448,0.1079140538486331,0.5642633228840126,1.4106583072100314,0.0327907410658306,0.0,1.1285266457680252,0.5642633228840126,0.0590154912225705,3.949843260188088,ST,32,22,43,22,36,23,46,22,42,20,36,58,34,50,12,27,27,28,47,57,46,8,19,50,51,49,59,100,8,86,27,22,53,14,51,32,35,22,7,49,22,41,23,38,22,54,19,49,41,65,30,54,41,43,62,34,70,12,30,38,46,54,81,68,8,19,50,51,49,59,100,8,86,27,22,53,24,70,41,51,38,7,62,22,51,27,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,5ye0r3edkdi6ipdvygbosiej8,S. Togbe,Skima Togbe,20.0,Midfielder,Ghana,Midfielder,34.0,47.0,14.0,81.0,2.0,2.0,0.0,13.0,3.0,322.0,0.0,7.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,8.0,0.0,0.0,77.14,58.33,0.0,0.0,100.0,44.83,50.0,100.0,0.1138619858698227,0.2868326049188612,2.0,3.0,0.06395661,1.0,11.0,10.0,0.19897691,46.0,9.50310559006211,13.13664596273292,3.913043478260869,22.63975155279503,0.5590062111801242,0.5590062111801242,0.0,3.633540372670807,0.8385093167701863,0.0,1.9565217391304344,0.0,0.2795031055900621,1.1180124223602483,0.5590062111801242,0.0,0.2795031055900621,0.2795031055900621,0.0,0.5590062111801242,1.1180124223602483,0.0,2.2360248447204967,0.0,0.0,77.14,58.33,0.0,0.0,100.0,44.83,50.0,100.0,0.0318247786592672,0.080170603859309,0.5590062111801242,0.8385093167701863,0.0178760711180124,0.2795031055900621,3.074534161490683,2.795031055900621,0.0556146642857142,12.857142857142856,DM/CM,8,17,60,12,8,12,13,10,15,8,48,23,87,62,29,17,4,4,38,73,19,8,75,52,52,23,65,23,8,98,19,35,96,12,58,42,25,23,31,29,15,8,12,15,38,85,19,15,23,13,15,23,8,92,23,96,85,42,17,4,4,38,85,23,8,96,52,52,23,65,23,8,98,19,35,96,15,73,62,38,35,35,46,27,15,23,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,6c1v2cokgltv9ze2dbvc3n6z8,V. Mirosavić,Veljko Mirosavic,21.0,Defender,Serbia,Defender,26.0,26.0,10.0,49.0,1.0,3.0,0.0,6.0,8.0,212.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,66.22,47.62,30.0,100.0,33.33,75.0,0.0,50.0,0.1281388136433946,0.1473640685668532,2.0,1.0,0.02401521,0.0,6.0,11.0,0.67581618,20.0,11.037735849056604,11.037735849056604,4.245283018867925,20.80188679245283,0.4245283018867924,1.2735849056603774,0.0,2.547169811320755,3.39622641509434,0.0,0.4245283018867924,1.2735849056603774,0.0,0.4245283018867924,1.2735849056603774,0.0,0.4245283018867924,0.4245283018867924,0.0,0.4245283018867924,0.8490566037735848,0.4245283018867924,1.2735849056603774,0.0,0.0,66.22,47.62,30.0,100.0,33.33,75.0,0.0,50.0,0.0543985529618184,0.062560217787815,0.8490566037735848,0.4245283018867924,0.0101951363207547,0.0,2.547169811320755,4.669811320754717,0.2869030952830188,8.49056603773585,CB,10,9,29,5,3,55,8,2,14,3,10,86,47,33,91,31,36,34,47,60,22,51,33,48,51,9,67,88,90,59,100,2,26,26,56,85,20,23,17,23,30,65,12,14,37,88,14,5,93,8,12,35,3,23,95,47,60,98,31,56,56,47,91,60,77,67,48,51,9,67,88,90,59,100,2,26,60,77,98,30,28,17,44,74,98,16,Serbian SuperLeague
Novi Pazar,ctuzznbzdmug74ywjlq53frtf,6tdvjlbc9jwxktllu7fa0dhbd,J. Marinković,Jovan Marinkovic,30.0,Defender,Serbia,Defender,281.0,107.0,38.0,388.0,14.0,6.0,6.0,38.0,50.0,810.0,8.0,9.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,85.46,45.78,0.0,100.0,0.0,50.67,40.0,50.0,0.8165215722168676,0.0894177328067502,0.0,6.0,0.12042777,1.0,18.0,24.0,0.7739715300000004,254.0,31.22222222222222,11.88888888888889,4.222222222222222,43.11111111111112,1.5555555555555556,0.6666666666666666,0.6666666666666666,4.222222222222222,5.555555555555555,0.8888888888888888,1.0,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.5555555555555556,0.1111111111111111,1.1111111111111112,0.0,0.0,85.46,45.78,0.0,100.0,0.0,50.67,40.0,50.0,0.0907246191352075,0.0099353036451944,0.0,0.6666666666666666,0.0133808633333333,0.1111111111111111,2.0,2.6666666666666665,0.0859968366666667,28.22222222222222,CB,95,74,97,93,51,93,98,78,86,78,88,36,47,66,27,74,36,34,47,20,59,51,80,48,51,74,60,36,90,20,26,23,26,98,42,23,62,51,41,58,66,72,91,86,47,85,63,30,69,86,26,74,63,64,36,47,48,27,64,29,28,47,20,40,40,56,48,51,74,60,36,90,20,26,23,26,84,37,23,42,37,37,30,37,56,74,Serbian SuperLeague
