Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total big chances saved_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total interception_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total big chances saved_p90,total effective clearance_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total interception_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total big chances saved_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total interception_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total big chances saved_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total interception_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Atromitos,4gex5os8jassavy6lopipbcz3,7y27gzw2djj8q6tx0i8vw9jbo,S. Pnevmonidis,Stavros Pnevmonidis,20,Attacker,Greece,Striker,9.0,26.0,3.0,34.0,0.0,2.0,204.0,1.0,5.0,2.0,2.0,0.0,1.0,2.0,3.0,11.0,1.0,8.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,68.0,33.33,9.09,50.0,50.0,31.43,0.0,50.0,0.2463064141878128,0.3577976521387677,0.0,4.0,0.07936277,1.0,6.0,5.0,0.12680326,10.0,3.9705882352941178,11.470588235294118,1.3235294117647058,15.0,0.0,0.8823529411764706,0.4411764705882353,2.2058823529411766,0.8823529411764706,0.8823529411764706,0.0,0.4411764705882353,0.8823529411764706,1.3235294117647058,4.852941176470589,0.4411764705882353,3.5294117647058822,0.8823529411764706,0.4411764705882353,1.7647058823529411,0.0,0.8823529411764706,0.0,0.0,0.0,68.0,33.33,9.09,50.0,50.0,31.43,0.0,50.0,0.1086645944946232,0.1578519053553387,0.0,1.7647058823529411,0.0350129867647058,0.4411764705882353,2.647058823529412,2.2058823529411766,0.0559426147058823,4.411764705882353,ST,22,57,76,43,52,63,63,74,11,20,17,43,22,26,24,28,30,17,28,85,7,89,43,30,52,39,43,57,80,70,17,7,41,13,65,15,67,52,48,87,65,48,41,30,78,87,65,52,74,70,91,13,17,17,61,22,26,39,35,43,17,30,96,7,96,43,30,52,39,43,57,80,70,17,7,41,17,78,15,83,65,61,91,78,57,48,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,98gymyp93rh6s57b50xq6fqax,T. Tsingaras,Theocharis Tsingaras,26,Midfielder,Greece,Midfielder,42.0,49.0,2.0,91.0,0.0,12.0,201.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,3.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,88.35,40.0,0.0,66.67,0.0,53.33,66.67,100.0,0.0,0.0323719943932773,0.0,5.0,0.10426238,3.0,5.0,8.0,0.1712743899999999,49.0,18.80597014925373,21.94029850746269,0.8955223880597015,40.74626865671642,0.0,5.3731343283582085,0.0,0.4477611940298507,0.0,0.0,0.0,0.0,1.343283582089552,1.343283582089552,3.582089552238806,0.0,0.0,1.343283582089552,0.8955223880597015,0.4477611940298507,0.8955223880597015,2.238805970149253,0.0,0.0,0.0,88.35,40.0,0.0,66.67,0.0,53.33,66.67,100.0,0.0,0.0144949228626614,0.0,2.238805970149253,0.046684647761194,1.343283582089552,2.238805970149253,3.582089552238806,0.0766900253731342,21.94029850746269,DM/CM,31,38,12,31,53,94,25,6,6,25,12,25,56,53,22,25,6,22,59,22,50,91,44,41,50,69,9,25,72,25,75,81,100,6,6,16,44,38,66,19,31,25,38,50,69,19,56,53,100,25,6,6,25,12,25,75,75,31,25,6,31,75,31,69,100,44,41,50,69,9,25,72,25,75,81,100,6,6,16,88,88,81,25,31,25,69,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,9nzm9l48y8lcr57b3gssj2puy,G. Mitoglou,Gerasimos Mitoglou,26,Defender,Greece,Defender,68.0,23.0,5.0,91.0,0.0,18.0,270.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,85.85,50.0,0.0,0.0,0.0,40.0,62.5,100.0,0.1870782652691551,0.1330830811524927,0.0,3.0,0.05959185,1.0,5.0,7.0,0.15155718,54.0,22.666666666666668,7.666666666666667,1.6666666666666667,30.33333333333333,0.0,6.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,2.0,0.0,1.6666666666666667,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,85.85,50.0,0.0,0.0,0.0,40.0,62.5,100.0,0.062359421756385,0.0443610270508309,0.0,1.0,0.01986395,0.3333333333333333,1.6666666666666667,2.333333333333333,0.05051906,18.0,CB,19,8,19,15,44,58,42,52,56,67,40,81,27,27,6,42,81,10,35,19,38,6,48,48,52,42,44,42,35,42,8,62,94,58,73,42,56,54,54,21,23,23,23,23,8,31,15,44,62,42,60,62,73,40,90,27,27,4,42,85,10,35,21,50,6,48,48,52,42,44,42,35,42,8,62,94,54,81,42,58,58,62,23,27,23,23,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,Samuel Moutoussamy,30,Midfielder,Congo DR,Midfielder,50.0,84.0,7.0,134.0,0.0,5.0,360.0,0.0,3.0,4.0,1.0,3.0,0.0,6.0,6.0,13.0,3.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,1.0,0.0,84.81,43.75,0.0,33.33,75.0,40.62,83.33,33.33,0.3113483735071715,0.1947263734028241,2.0,7.0,0.15484808,2.0,26.0,21.0,0.4079274999999999,83.0,12.5,21.0,1.75,33.5,0.0,1.25,0.0,0.75,1.0,0.25,0.75,0.0,1.5,1.5,3.25,0.75,0.25,0.75,0.5,0.25,1.25,0.75,0.0,0.25,0.0,84.81,43.75,0.0,33.33,75.0,40.62,83.33,33.33,0.0778370933767928,0.048681593350706,0.5,1.75,0.03871202,0.5,6.5,5.25,0.1019818749999999,20.75,DM/CM,38,69,47,59,53,62,25,62,78,69,81,25,94,94,44,97,25,22,59,22,88,53,44,91,50,31,19,25,25,88,19,94,16,81,50,84,75,69,41,100,88,69,81,25,56,38,34,53,56,25,50,75,50,81,25,94,94,25,97,12,19,44,12,81,41,44,84,50,31,19,25,25,88,19,94,16,75,38,81,62,44,25,88,81,50,56,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,ylg7f0bd2n8onhe8el8k3209,C. Núñez,Cristopher Núnez,28,Midfielder,Costa Rica,Midfielder,11.0,24.0,1.0,34.0,0.0,0.0,202.0,1.0,1.0,4.0,2.0,2.0,0.0,3.0,4.0,14.0,1.0,6.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,70.83,25.0,100.0,66.67,25.0,37.84,0.0,60.0,0.3391764688453464,0.0498722978112939,1.0,2.0,0.04320281,2.0,3.0,6.0,0.10633025,18.0,4.900990099009901,10.693069306930694,0.4455445544554455,15.148514851485148,0.0,0.0,0.4455445544554455,0.4455445544554455,1.7821782178217822,0.8910891089108911,0.8910891089108911,0.0,1.3366336633663367,1.7821782178217822,6.237623762376238,0.4455445544554455,2.6732673267326734,3.118811881188119,0.8910891089108911,1.3366336633663367,0.0,0.4455445544554455,0.0,0.4455445544554455,0.0,70.83,25.0,100.0,66.67,25.0,37.84,0.0,60.0,0.1511182286934711,0.0222203307080022,0.4455445544554455,0.8910891089108911,0.0192487767326732,0.8910891089108911,1.3366336633663367,2.6732673267326734,0.0473748638613861,8.01980198019802,CM/AM,13,7,10,7,53,17,33,27,43,37,40,17,33,47,53,37,17,77,47,63,7,43,37,83,53,7,7,100,77,37,27,7,53,40,20,40,10,13,27,13,10,7,7,13,7,13,7,53,17,33,33,60,53,53,17,47,60,93,47,40,93,80,87,7,53,37,93,53,7,7,100,77,37,27,7,53,53,27,47,13,13,47,13,27,7,7,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,4i0lhae9ggu7xzxg8on35qy95,C. Ndiaye,Cherif Ndiaye,30,Attacker,Senegal,Striker,8.0,31.0,0.0,39.0,0.0,2.0,322.0,0.0,2.0,6.0,6.0,0.0,1.0,6.0,6.0,26.0,4.0,25.0,12.0,4.0,1.0,8.0,1.0,0.0,1.0,0.0,62.9,0.0,0.0,66.67,66.67,50.0,53.33,50.0,0.5461341604285079,0.1460604204068956,0.0,2.0,0.06582853,2.0,4.0,2.0,0.0672425099999999,12.0,2.2360248447204967,8.664596273291925,0.0,10.900621118012422,0.0,0.5590062111801242,0.0,0.5590062111801242,1.6770186335403725,1.6770186335403725,0.0,0.2795031055900621,1.6770186335403725,1.6770186335403725,7.267080745341614,1.1180124223602483,6.987577639751552,3.354037267080745,1.1180124223602483,0.2795031055900621,2.2360248447204967,0.2795031055900621,0.0,0.2795031055900621,0.0,62.9,0.0,0.0,66.67,66.67,50.0,53.33,50.0,0.1526461939085891,0.0408243411075174,0.0,0.5590062111801242,0.0183992785714285,0.5590062111801242,1.1180124223602483,0.5590062111801242,0.0187944903726707,3.354037267080745,ST,15,67,11,57,52,63,28,46,41,61,17,43,57,50,89,74,96,85,80,39,78,67,43,63,52,17,11,28,91,93,74,87,41,43,48,15,35,39,70,63,41,30,48,13,52,11,35,52,48,28,39,35,57,17,33,48,43,78,70,91,83,78,35,70,57,43,61,52,17,11,28,91,93,74,87,41,35,35,15,26,35,70,57,35,26,35,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,6ie1pwdsgksm7c0qu8my1l80l,A. Živković,Andrija Zivkovic,30,Attacker,Serbia,Striker,24.0,70.0,2.0,92.0,0.0,1.0,301.0,2.0,7.0,7.0,5.0,2.0,2.0,8.0,8.0,16.0,3.0,14.0,3.0,6.0,5.0,1.0,5.0,2.0,2.0,0.0,74.8,33.33,15.38,75.0,42.86,53.33,25.0,83.33,0.605429671481926,0.8163675205128271,2.0,7.0,0.2192102699999999,1.0,5.0,8.0,0.9754256899999996,35.0,7.176079734219269,20.930232558139533,0.5980066445182725,27.50830564784053,0.0,0.2990033222591362,0.5980066445182725,2.093023255813953,2.093023255813953,1.495016611295681,0.5980066445182725,0.5980066445182725,2.39202657807309,2.39202657807309,4.78405315614618,0.8970099667774086,4.186046511627906,0.8970099667774086,1.7940199335548173,1.495016611295681,0.2990033222591362,1.495016611295681,0.5980066445182725,0.5980066445182725,0.0,74.8,33.33,15.38,75.0,42.86,53.33,25.0,83.33,0.1810254831673532,0.2440966008177888,0.5980066445182725,2.093023255813953,0.0655445990033222,0.2990033222591362,1.495016611295681,2.39202657807309,0.2916555219269101,10.465116279069766,ST,85,96,59,96,52,30,78,91,52,54,63,67,80,76,48,63,61,26,96,91,17,100,96,80,52,70,43,61,98,52,87,28,78,48,91,65,87,87,48,80,85,100,91,87,96,57,96,52,26,78,87,48,48,57,65,74,74,30,61,52,22,91,83,13,100,96,78,52,70,43,61,98,52,87,28,78,52,91,65,87,87,39,74,83,100,91,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,8scubky2b51j8a985sown913p,D. Pelkas,Dimitris Pelkas,32,Midfielder,Greece,Midfielder,30.0,40.0,4.0,67.0,0.0,2.0,252.0,3.0,2.0,11.0,7.0,4.0,2.0,1.0,1.0,13.0,4.0,12.0,6.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,72.04,66.67,30.0,100.0,36.36,59.09,75.0,25.0,1.1429396847060058,0.1109227770376185,2.0,8.0,0.27780068,2.0,8.0,12.0,0.26344546,29.0,10.714285714285715,14.285714285714286,1.4285714285714286,23.92857142857143,0.0,0.7142857142857143,1.0714285714285714,0.7142857142857143,3.928571428571429,2.5,1.4285714285714286,0.7142857142857143,0.3571428571428571,0.3571428571428571,4.642857142857143,1.4285714285714286,4.285714285714286,2.142857142857143,0.3571428571428571,0.3571428571428571,1.0714285714285714,0.0,0.0,1.0714285714285714,0.0,72.04,66.67,30.0,100.0,36.36,59.09,75.0,25.0,0.4081927445378592,0.0396152775134351,0.7142857142857143,2.857142857142857,0.0992145285714285,0.7142857142857143,2.857142857142857,4.285714285714286,0.0940876642857143,10.357142857142858,CM/AM,53,20,33,20,53,70,53,40,93,93,83,77,20,20,37,87,80,60,23,20,77,17,37,100,53,13,67,47,100,60,80,87,13,100,40,60,53,80,27,33,47,33,13,60,27,27,40,53,73,53,40,100,93,87,80,20,20,53,93,80,67,27,27,80,17,37,100,53,13,67,47,100,60,80,87,13,100,40,67,67,87,33,40,53,40,13,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,b82yolpe9eesvgzz3gfqgpm8l,A. Baba,Abdul Rahman Baba,32,Defender,Ghana,Defender,37.0,48.0,6.0,85.0,0.0,6.0,270.0,0.0,2.0,2.0,2.0,0.0,0.0,11.0,11.0,23.0,0.0,6.0,3.0,9.0,5.0,3.0,2.0,0.0,0.0,0.0,77.98,46.15,0.0,81.82,0.0,69.7,42.86,62.5,0.1606454793886683,0.1280237261795379,0.0,2.0,0.06970144,5.0,6.0,10.0,0.2143529499999999,50.0,12.333333333333334,16.0,2.0,28.33333333333333,0.0,2.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,3.6666666666666665,3.6666666666666665,7.666666666666667,0.0,2.0,1.0,3.0,1.6666666666666667,1.0,0.6666666666666666,0.0,0.0,0.0,77.98,46.15,0.0,81.82,0.0,69.7,42.86,62.5,0.0535484931295561,0.0426745753931792,0.0,0.6666666666666666,0.0232338133333333,1.6666666666666667,2.0,3.333333333333333,0.0714509833333333,16.666666666666668,LB/LCB,19,46,54,23,54,38,15,54,69,77,42,46,100,100,92,38,77,54,100,85,69,19,42,54,54,15,69,15,77,38,100,54,54,62,54,38,31,38,77,42,54,38,42,15,77,62,31,54,42,15,54,77,85,42,46,100,100,100,38,96,54,100,92,69,23,42,54,54,15,69,15,77,38,100,54,54,77,54,38,31,46,100,46,62,54,77,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,cx3hbvqw7lw1j4r5k33l63dre,C. Zafeiris,Christos Zafeiris,23,Midfielder,Greece,Midfielder,34.0,36.0,4.0,70.0,0.0,2.0,229.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,5.0,15.0,1.0,7.0,6.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,76.09,40.0,0.0,50.0,50.0,53.57,33.33,50.0,0.2219276348415592,0.0,1.0,7.0,0.16731165,4.0,6.0,6.0,0.2193887,35.0,13.362445414847162,14.148471615720524,1.572052401746725,27.510917030567686,0.0,0.7860262008733625,0.0,0.0,0.7860262008733625,0.7860262008733625,0.0,0.0,1.572052401746725,1.9650655021834065,5.895196506550219,0.3930131004366812,2.7510917030567685,2.3580786026200875,0.7860262008733625,1.1790393013100438,0.3930131004366812,1.9650655021834065,0.0,0.0,0.0,76.09,40.0,0.0,50.0,50.0,53.57,33.33,50.0,0.0872204678416608,0.0,0.3930131004366812,2.7510917030567685,0.0657556703056768,1.572052401746725,2.3580786026200875,2.3580786026200875,0.0862226331877729,13.755458515283843,CM/AM,60,13,33,27,53,70,17,10,17,37,13,17,53,60,70,37,27,60,47,63,20,97,37,37,53,27,13,17,53,80,67,40,43,20,10,40,40,33,67,20,10,13,27,67,20,33,53,53,80,17,10,20,40,13,17,67,73,80,40,53,80,53,73,20,100,37,37,53,27,13,17,53,80,67,40,43,27,10,40,47,47,80,27,13,33,53,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,dr06uomclpl8onpbkvjj9qktl,G. Michailidis,Giannis Michailidis,26,Defender,Greece,Defender,71.0,47.0,19.0,118.0,1.0,33.0,315.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,24.0,0.0,3.0,4.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,80.82,50.0,0.0,0.0,0.0,75.0,80.0,44.44,0.2572793068198448,0.0,1.0,1.0,0.01685596,1.0,7.0,16.0,0.2601166399999999,77.0,20.285714285714285,13.428571428571429,5.428571428571429,33.714285714285715,0.2857142857142857,9.428571428571429,0.0,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,6.857142857142857,0.0,0.8571428571428571,1.1428571428571428,0.0,1.1428571428571428,3.4285714285714284,1.1428571428571428,0.0,0.0,0.0,80.82,50.0,0.0,0.0,0.0,75.0,80.0,44.44,0.0735083733770985,0.0,0.2857142857142857,0.2857142857142857,0.0048159885714285,0.2857142857142857,2.0,4.571428571428571,0.0743190399999999,22.0,CB,23,50,88,31,94,100,42,17,77,67,85,81,27,27,96,42,52,77,35,79,85,69,48,48,52,15,44,42,35,42,92,92,31,65,21,87,33,29,54,29,81,50,42,19,46,85,23,92,100,42,17,77,69,88,81,27,27,96,42,50,81,35,77,85,69,48,48,52,15,44,42,35,42,92,92,31,69,21,88,27,27,50,29,73,54,35,Greek Super League
PAOK,deazflnflqmejndo05gviznzd,drv9wksjusdgp1np315rokzit,J. Kenny,Jonjoe Kenny,29,Defender,England,Defender,69.0,48.0,11.0,115.0,0.0,13.0,360.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,87.12,61.11,33.33,66.67,0.0,43.75,50.0,50.0,0.0,0.1566942381892864,0.0,2.0,0.08854835,3.0,14.0,18.0,0.5617604900000001,62.0,17.25,12.0,2.75,28.75,0.0,3.25,0.5,0.25,0.0,0.0,0.0,0.0,0.75,0.75,3.5,0.0,0.75,0.5,0.5,1.0,0.5,1.0,0.25,0.0,0.0,87.12,61.11,33.33,66.67,0.0,43.75,50.0,50.0,0.0,0.0391735595473216,0.0,0.5,0.0221370875,0.75,3.5,4.5,0.1404401225,15.5,RB/RCB,58,75,92,67,50,75,67,38,8,12,25,25,75,75,58,38,33,38,75,67,38,71,92,46,54,75,83,83,54,38,33,54,38,8,50,25,38,50,71,92,92,83,67,50,75,92,50,50,67,58,33,8,12,25,25,75,75,50,38,25,29,75,58,33,46,92,46,54,75,83,83,54,38,33,54,38,8,50,25,38,50,67,92,92,75,58,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,3gdsxzf5dcaq4cf8jfnlr74dl,Rodrigues,Antônio Josenildo Rodrigues de Oliveira,28,Defender,Brazil,Defender,91.0,53.0,16.0,144.0,0.0,29.0,352.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,0.0,1.0,2.0,2.0,8.0,9.0,7.0,0.0,0.0,0.0,83.72,64.0,0.0,100.0,0.0,67.65,64.29,80.0,0.0,0.0562390733964883,0.0,5.0,0.10745855,3.0,12.0,16.0,0.2780710899999999,97.0,23.267045454545457,13.551136363636363,4.090909090909091,36.81818181818182,0.0,7.414772727272727,0.0,0.2556818181818182,0.0,0.0,0.0,0.0,0.5113636363636364,0.5113636363636364,5.880681818181818,0.0,0.2556818181818182,0.5113636363636364,0.5113636363636364,2.0454545454545454,2.301136363636364,1.7897727272727273,0.0,0.0,0.0,83.72,64.0,0.0,100.0,0.0,67.65,64.29,80.0,0.0,0.0143793085388748,0.0,1.278409090909091,0.0274751974431818,0.7670454545454546,3.0681818181818183,4.090909090909091,0.0710977218749999,24.801136363636363,CB,46,65,71,58,44,90,42,52,12,19,40,33,83,79,92,42,25,37,92,100,69,90,48,48,52,23,77,42,94,42,81,69,85,12,54,42,73,77,85,63,81,58,65,27,50,65,35,44,88,42,48,12,19,40,33,77,73,81,42,23,35,92,100,69,90,48,48,52,23,77,42,94,42,81,69,85,12,50,42,73,73,85,56,65,46,62,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,542nw80ewe775gx64cfnlrnu2,S. Stroungis,Stefanos Stroungis,28,Defender,Greece,Defender,110.0,51.0,14.0,161.0,1.0,31.0,360.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,4.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,87.98,66.67,0.0,0.0,25.0,65.38,61.54,40.0,0.5115617563505085,0.0,0.0,5.0,0.10124017,2.0,11.0,14.0,0.2937443,94.0,27.5,12.75,3.5,40.25,0.25,7.75,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,4.25,0.25,1.0,1.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,87.98,66.67,0.0,0.0,25.0,65.38,61.54,40.0,0.1278904390876271,0.0,0.0,1.25,0.0253100425,0.5,2.75,3.5,0.073436075,23.5,CB,73,54,65,69,94,96,42,52,90,90,40,33,27,27,58,90,65,77,35,38,58,69,48,48,52,50,88,42,35,85,71,56,25,88,21,42,73,69,75,52,63,62,58,58,42,50,54,88,92,42,38,83,87,40,33,27,27,48,87,60,65,35,31,54,62,48,48,52,50,88,42,35,85,71,56,25,88,21,42,67,65,73,42,56,50,42,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,5s0ko2t8f9sv40b2l9i09kpas,E. Hamza,Erik Hamza,19,Attacker,Greece,Striker,18.0,41.0,0.0,54.0,0.0,1.0,322.0,5.0,10.0,5.0,4.0,1.0,1.0,7.0,7.0,21.0,3.0,8.0,9.0,3.0,6.0,2.0,2.0,0.0,2.0,0.0,72.97,0.0,71.43,42.86,60.0,48.84,22.22,85.71,0.5331937180980023,1.0891786111032282,0.0,10.0,0.30312573,4.0,3.0,7.0,0.14896663,25.0,5.0310559006211175,11.459627329192546,0.0,15.093167701863353,0.0,0.2795031055900621,1.3975155279503104,2.795031055900621,1.3975155279503104,1.1180124223602483,0.2795031055900621,0.2795031055900621,1.9565217391304344,1.9565217391304344,5.869565217391304,0.8385093167701863,2.2360248447204967,2.5155279503105588,0.8385093167701863,1.6770186335403725,0.5590062111801242,0.5590062111801242,0.0,0.5590062111801242,0.0,72.97,0.0,71.43,42.86,60.0,48.84,22.22,85.71,0.1490293000895037,0.3044288043456228,0.0,2.795031055900621,0.0847245829192546,1.1180124223602483,0.8385093167701863,1.9565217391304344,0.0416366357142857,6.987577639751552,ST,70,78,11,70,52,30,89,100,33,41,41,43,70,63,78,63,30,78,65,98,30,89,43,80,52,61,11,96,52,87,70,17,83,39,100,15,98,100,91,46,76,52,78,57,74,11,70,52,22,91,100,30,30,35,33,61,52,61,57,22,70,52,87,26,83,43,70,52,61,11,96,52,87,70,17,83,30,100,15,96,96,87,35,70,48,78,Greek Super League
Kalamata,bbcekwfqk3v5b5howjz99gqaz,67sbt57ur8mrsznjehhxi3xii,J. Bolívar,Jovanny Bolívar,24,Attacker,Venezuela,Striker,15.0,11.0,1.0,26.0,0.0,0.0,263.0,0.0,0.0,9.0,7.0,2.0,0.0,4.0,4.0,16.0,3.0,10.0,6.0,2.0,1.0,7.0,0.0,0.0,2.0,0.0,72.22,100.0,0.0,50.0,33.33,51.61,58.33,100.0,1.1022971453932011,0.0,3.0,2.0,0.03932202,0.0,3.0,1.0,0.03333093,9.0,5.133079847908745,3.76425855513308,0.3422053231939164,8.897338403041825,0.0,0.0,0.0,0.0,3.0798479087452475,2.3954372623574147,0.6844106463878328,0.0,1.3688212927756656,1.3688212927756656,5.475285171102662,1.0266159695817492,3.422053231939164,2.0532319391634983,0.6844106463878328,0.3422053231939164,2.3954372623574147,0.0,0.0,0.6844106463878328,0.0,72.22,100.0,0.0,50.0,33.33,51.61,58.33,100.0,0.3772119508950118,0.0,1.0266159695817492,0.6844106463878328,0.0134562045627376,0.0,1.0266159695817492,0.3422053231939164,0.0114060216730038,3.0798479087452475,ST,54,4,37,20,52,9,28,11,70,70,63,13,37,37,48,63,43,54,46,39,72,28,43,80,52,54,91,28,80,41,78,91,93,78,11,80,35,22,17,46,24,17,30,65,4,26,9,52,9,28,11,65,70,65,13,35,35,52,65,39,61,48,43,74,28,43,83,52,54,91,28,80,41,78,91,93,83,11,78,39,26,17,48,22,17,26,Greek Super League
